action,action_result,distance_to_goal,experiment,gamma,loss,orientation,reward,signal1,signal2,signal3,speed,time
-12,FORWARD,182.1387517457785,1,0.96,0.07066820561885834,0.009853647714034837,0.2,1.0,0.0,1.0,3,535
4,FORWARD,179.18692545037032,1,0.96,0.06583629548549652,-0.05665074583352103,0.2,1.0,0.0,1.0,3,536
4,FORWARD,176.20574340705133,1,0.96,0.061062589287757874,-0.03537198926797192,0.2,1.0,0.0,1.0,3,537
4,FORWARD,173.20859069139271,1,0.96,0.07253120094537735,-0.01375075635351843,0.2,0.0,0.0,1.0,3,538
-12,FORWARD,170.20961188760828,1,0.96,0.06992354243993759,0.008233374655887042,0.2,1.0,0.0,1.0,3,539
4,FORWARD,167.26066177894825,1,0.96,0.06400860846042633,-0.05828819226940159,0.2,1.0,0.0,1.0,3,540
4,FORWARD,164.28139233356117,1,0.96,0.06795954704284668,-0.03710560039524921,0.2,1.0,0.0,1.0,3,541
4,FORWARD,161.28504232496874,1,0.96,0.06824280321598053,-0.015559443462405818,0.2,0.0,0.0,1.0,3,542
-12,FORWARD,158.28565507446976,1,0.96,0.06711507588624954,0.006373478837551135,0.2,1.0,0.0,1.0,3,543
4,FORWARD,155.34012114425147,1,0.96,0.058626532554626465,-0.06017239887085585,0.2,1.0,0.0,1.0,3,544
4,FORWARD,152.36317552636913,1,0.96,0.07064879685640335,-0.03910534748724153,0.2,1.0,0.0,1.0,3,545
4,FORWARD,149.36787940597998,1,0.96,0.07070118188858032,-0.017651166966163846,0.2,1.0,0.0,1.0,3,546
4,FORWARD,146.36814803016966,1,0.96,0.059862010180950165,0.004216719521689792,0.2,0.0,0.0,1.0,3,547
1,FORWARD,143.37877575383482,1,0.96,0.06735240668058395,0.026525366207845187,0.2,0.0,0.0,1.0,3,548
-12,FORWARD,140.39486530448633,1,0.96,0.06410142034292221,0.0326352860448002,0.2,1.0,0.0,1.0,3,549
4,FORWARD,137.41165935315473,1,0.96,0.06656158715486526,-0.03333524049489204,0.2,0.0,0.0,1.0,3,550
-12,FORWARD,134.41378058804952,1,0.96,0.07160429656505585,-0.011839471231626455,0.2,1.0,0.0,1.0,3,551
3,FORWARD,131.50722371132122,1,0.96,0.05724543333053589,-0.07877032382110388,0.2,1.0,0.0,1.0,3,552
4,FORWARD,128.56882818330266,1,0.96,0.05815659835934639,-0.06388232501456706,0.2,1.0,0.0,1.0,3,553
3,FORWARD,125.59699296810453,1,0.96,0.06098096817731857,-0.043140739633817454,0.2,1.0,0.0,1.0,3,554
4,FORWARD,122.60845624825588,1,0.96,0.0655013844370842,-0.027501379331117837,0.2,1.0,0.0,1.0,3,555
4,FORWARD,119.6089937119316,1,0.96,0.06734094768762589,-0.005951228156300304,0.2,0.0,0.0,1.0,3,556
-12,FORWARD,116.61293961305603,1,0.96,0.06003325805068016,0.016121735682813245,0.2,1.0,0.0,1.0,3,557
4,FORWARD,113.65104101188784,1,0.96,0.06082042679190636,-0.05013035824698486,0.2,1.0,0.0,1.0,3,558
4,FORWARD,110.66401924330641,1,0.96,0.06446082144975662,-0.029225946967949726,0.2,0.0,0.0,1.0,3,559
-12,FORWARD,107.66494378083338,1,0.96,0.05874688923358917,-0.0077949014402834615,0.2,1.0,0.0,1.0,3,560
4,FORWARD,104.74945023216895,1,0.96,0.06738349795341492,-0.07467874528786865,0.2,1.0,0.0,1.0,3,561
17,FORWARD,101.7947242880293,1,0.96,0.07390924543142319,-0.05457575416841283,0.2,0.0,0.0,1.0,3,562
-12,FORWARD,98.81703354887573,1,0.96,0.06383506953716278,0.03826814610546403,0.2,0.0,0.0,1.0,3,563
-12,FORWARD,95.82835464567164,1,0.96,0.061281051486730576,-0.02723952669412239,0.2,1.0,0.0,1.0,3,564
4,FORWARD,92.96447010300842,1,0.96,0.07211823761463165,-0.09475791386156555,0.2,1.0,0.0,1.0,3,565
4,FORWARD,90.05133435225989,1,0.96,0.061605218797922134,-0.07554864675820251,0.2,1.0,0.0,1.0,3,566
4,FORWARD,87.0989170885734,1,0.96,0.062018297612667084,-0.05581973937774867,0.2,1.0,0.0,1.0,3,567
4,FORWARD,84.11822886660418,1,0.96,0.06079950928688049,-0.035510322238621106,0.2,1.0,0.0,1.0,3,568
4,FORWARD,81.12147913333507,1,0.96,0.0668569952249527,-0.014551921363887166,0.2,0.0,0.0,1.0,3,569
-12,FORWARD,78.12226112034685,1,0.96,0.06021173298358917,0.007132335077019501,0.2,1.0,0.0,1.0,3,570
4,FORWARD,75.17615218199566,1,0.96,0.06456286460161209,-0.059260463205048096,0.2,1.0,0.0,1.0,3,571
4,FORWARD,72.20004195005355,1,0.96,0.060834020376205444,-0.03938948912939703,0.2,0.0,0.0,1.0,3,572
-12,FORWARD,69.20549933178654,1,0.96,0.060863979160785675,-0.018799781598542325,0.2,1.0,0.0,1.0,3,573
4,FORWARD,66.31990074848287,1,0.96,0.05686509981751442,-0.08628093011372057,0.2,1.0,0.0,1.0,3,574
4,FORWARD,63.391107741308915,1,0.96,0.06417907029390335,-0.06791412673356625,0.2,1.0,0.0,1.0,3,575
4,FORWARD,60.4281546335469,1,0.96,0.056583575904369354,-0.04888168139815817,0.2,0.0,0.0,1.0,3,576
-12,FORWARD,57.44131429157506,1,0.96,0.06065472215414047,-0.029076722275980047,0.2,1.0,0.0,1.0,3,577
4,FORWARD,54.58773048978543,1,0.96,0.052383989095687866,-0.09725987991055005,0.2,1.0,0.0,1.0,3,578
4,FORWARD,51.68811039739959,1,0.96,0.0549875944852829,-0.08030026364733092,0.2,1.0,0.0,1.0,3,579
4,FORWARD,48.74963814477078,1,0.96,0.060923583805561066,-0.06268958691568938,0.2,1.0,0.0,1.0,3,580
4,FORWARD,45.7805370144232,1,0.96,0.06584063917398453,-0.04430041570178584,0.2,0.0,0.0,1.0,3,581
-12,FORWARD,42.790410152556284,1,0.96,0.06431447714567184,-0.02497187844464351,0.2,1.0,0.0,1.0,3,582
4,FORWARD,39.92802615215963,1,0.96,0.06013629958033562,-0.09338751617523565,0.2,1.0,0.0,1.0,3,583
4,FORWARD,37.02500325788733,1,0.96,0.060890018939971924,-0.07808229948012305,0.2,0.0,0.0,1.0,3,584
-12,FORWARD,34.08692340731488,1,0.96,0.05356751009821892,-0.0621239439204839,0.2,1.0,0.0,1.0,3,585
4,FORWARD,31.373747947853655,1,0.96,0.058507055044174194,-0.13422377639370225,0.2,1.0,0.0,1.0,3,586
4,FORWARD,28.623019804445942,1,0.96,0.061368826776742935,-0.12446240477477385,0.2,1.0,0.0,1.0,3,587
4,FORWARD,25.83830465822844,1,0.96,0.05993780121207237,-0.11495868955226768,0.2,0.0,0.0,1.0,3,588
-20,FORWARD,23.023316522522247,1,0.96,0.061184126883745193,-0.10579933711111386,0.2,1.0,0.0,1.0,3,589
4,FORWARD,20.870589873294456,1,0.96,0.06389191746711731,-0.23044803068918351,0.2,1.0,0.0,1.0,3,590
4,GOAL,18.786045976525944,1,0.96,0.05827696621417999,-0.238578254583841,10.0,1.0,0.0,1.0,3,591
4,MOVE,630.0344121124427,1,0.96,0.059984710067510605,-0.7675838960441383,-0.3,1.0,0.0,1.0,3,592
4,MOVE,632.1350616455447,1,0.96,0.08774343132972717,-0.7463726125376005,-0.3,1.0,0.0,1.0,3,593
4,MOVE,634.0891569092198,1,0.96,0.06311167776584625,-0.7252306806359741,-0.3,1.0,0.0,1.0,3,594
4,MOVE,635.8885704577854,1,0.96,0.09414851665496826,-0.7041529128311803,-0.3,1.0,0.0,1.0,3,595
4,MOVE,637.525880423861,1,0.96,0.061777349561452866,-0.6831339950475422,-0.3,0.0,0.0,1.0,3,596
-12,MOVE,638.99438466968,1,0.96,0.0902702659368515,-0.6621685045915849,-0.3,1.0,0.0,1.0,3,597
4,MOVE,640.9832556491369,1,0.96,0.09395761787891388,-0.7301398151540719,-0.3,0.0,0.0,1.0,3,598
-12,MOVE,642.8191707491417,1,0.96,0.09157941490411758,-0.7090346694197084,-0.3,1.0,0.0,1.0,3,599
17,MOVE,645.1147448513412,1,0.96,0.09641488641500473,-0.776877896640275,-0.3,0.0,0.0,1.0,3,600
-12,MOVE,646.7539879796648,1,0.96,0.09402566403150558,-0.6833881404464073,-0.3,1.0,0.0,1.0,3,601
17,MOVE,648.8873468542907,1,0.96,0.06801675260066986,-0.7512929654718742,-0.3,0.0,0.0,1.0,3,602
-12,MOVE,650.3204598396051,1,0.96,0.09854638576507568,-0.6578848951708517,-0.3,1.0,1.0,1.0,3,603
4,MOVE,652.2788096889179,1,0.96,0.06139427796006203,-0.7258430050210903,-0.3,1.0,1.0,1.0,3,604
4,MOVE,654.082451234049,1,0.96,0.0927458181977272,-0.7047314898462946,-0.3,1.0,1.0,1.0,3,605
4,MOVE,655.7239080662144,1,0.96,0.09412769973278046,-0.6836775113170911,-0.3,1.0,1.0,1.0,3,606
4,MOVE,657.1964263619966,1,0.96,0.06575635075569153,-0.6626757883383908,-0.3,1.0,1.0,1.0,3,607
4,MOVE,658.4939876817093,1,0.96,0.058074142783880234,-0.6417209447454958,-0.3,1.0,1.0,1.0,3,608
4,ON_EDGE,659.611319889536,1,0.96,0.10466549545526505,-0.6208075237992889,-0.9,1.0,1.0,1.0,3,609
4,FORWARD,655.5689108739127,1,0.96,0.06543274223804474,-0.6196365756584764,0.2,1.0,1.0,1.0,3,610
4,MOVE,656.2898846390482,1,0.96,0.09583895653486252,-0.576547098765936,-0.3,1.0,1.0,1.0,3,611
4,ON_EDGE,656.8191662542421,1,0.96,0.06507187336683273,-0.5557380530868227,-0.9,1.0,1.0,1.0,3,612
4,FORWARD,651.8234322600049,1,0.96,0.06657398492097855,-0.5544911086824532,0.2,1.0,1.0,1.0,3,613
4,MOVE,651.9385955021894,1,0.96,0.06462220847606659,-0.5114902677799265,-0.3,1.0,1.0,1.0,3,614
4,ON_EDGE,651.8581551207192,1,0.96,0.06245946139097214,-0.4907318504884569,-0.9,1.0,1.0,1.0,3,615
4,FORWARD,647.002007227035,1,0.96,0.09222753345966339,-0.4898908667769385,0.2,1.0,1.0,1.0,3,616
4,FORWARD,646.5108390361237,1,0.96,0.09230253100395203,-0.4469216133279055,0.2,1.0,1.0,1.0,3,617
11,FORWARD,645.8277007022689,1,0.96,0.10162424296140671,-0.42615595971662085,0.2,1.0,1.0,1.0,3,618
4,ON_EDGE,644.611740090754,1,0.96,0.06605356186628342,-0.36648385699160935,-0.9,1.0,1.0,1.0,3,619
4,FORWARD,638.8284632902704,1,0.96,0.09542141854763031,-0.3656556420386928,0.2,1.0,1.0,1.0,3,620
4,FORWARD,637.2466105319711,1,0.96,0.09218816459178925,-0.3225748441848347,0.2,1.0,1.0,1.0,3,621
4,FORWARD,635.5003317663486,1,0.96,0.06300269812345505,-0.3016243251114589,0.2,1.0,1.0,1.0,3,622
4,FORWARD,633.5968124715205,1,0.96,0.05927317962050438,-0.2806222602585462,0.2,1.0,1.0,1.0,3,623
-19,FORWARD,631.5439487690788,1,0.96,0.07134564220905304,-0.2595632006306265,0.2,1.0,1.0,1.0,3,624
4,FORWARD,630.3258412952848,1,0.96,0.06702784448862076,-0.36621957817217216,0.2,1.0,1.0,1.0,3,625
4,FORWARD,628.9308175521226,1,0.96,0.09458964318037033,-0.3453804945366919,0.2,1.0,1.0,1.0,3,626
4,FORWARD,627.364518318314,1,0.96,0.07024040073156357,-0.3245009796891256,0.2,1.0,1.0,1.0,3,627
4,FORWARD,625.633318760185,1,0.96,0.07181060314178467,-0.30357534086339527,0.2,1.0,1.0,1.0,3,628
4,FORWARD,623.7443173555597,1,0.96,0.09216741472482681,-0.2825979564970126,0.2,1.0,1.0,1.0,3,629
4,FORWARD,621.7053229382482,1,0.96,0.09412433207035065,-0.2615632899498493,0.2,1.0,1.0,1.0,3,630
4,FORWARD,619.5248396712011,1,0.96,0.055706825107336044,-0.2404659048826647,0.2,1.0,1.0,1.0,3,631
4,FORWARD,617.212049735974,1,0.96,0.06658878922462463,-0.2193004824600904,0.2,1.0,1.0,1.0,3,632
4,FORWARD,614.7767935066628,1,0.96,0.06253860890865326,-0.19806184052945494,0.2,1.0,0.0,1.0,3,633
4,FORWARD,612.2295469585227,1,0.96,0.06949996203184128,-0.17674495490888328,0.2,1.0,0.0,1.0,3,634
4,FORWARD,609.581396045784,1,0.96,0.06432130187749863,-0.15534498289463153,0.2,1.0,0.0,1.0,3,635
4,FORWARD,606.8440077706096,1,0.96,0.06953741610050201,-0.13385728906764388,0.2,0.0,0.0,1.0,3,636
-12,FORWARD,604.029597656733,1,0.96,0.09331487864255905,-0.11227747344191835,0.2,0.0,0.0,1.0,3,637
-12,FORWARD,601.4961802164783,1,0.96,0.0970562994480133,-0.1794902908404267,0.2,1.0,0.0,1.0,3,638
4,FORWARD,599.358681010459,1,0.96,0.06662493944168091,-0.24700548452878326,0.2,0.0,0.0,1.0,3,639
-12,FORWARD,597.0861760776668,1,0.96,0.05568580701947212,-0.22589921593482865,0.2,1.0,0.0,1.0,3,640
4,FORWARD,595.2792437638332,1,0.96,0.06191720440983772,-0.2936079886987496,0.2,1.0,0.0,1.0,3,641
4,FORWARD,593.3185440567136,1,0.96,0.06330439448356628,-0.2726643764455691,0.2,0.0,0.0,1.0,3,642
-12,FORWARD,591.2121493509823,1,0.96,0.06349041312932968,-0.2516583067719411,0.2,1.0,0.0,1.0,3,643
4,FORWARD,589.6059072957537,1,0.96,0.09341735392808914,-0.3194730339614927,0.2,1.0,0.0,1.0,3,644
4,FORWARD,587.8370007426262,1,0.96,0.09680004417896271,-0.29861685649541936,0.2,1.0,0.0,1.0,3,645
4,FORWARD,585.9126157019238,1,0.96,0.09550938010215759,-0.2777047087250712,0.2,0.0,0.0,1.0,3,646
-12,FORWARD,583.8406389523216,1,0.96,0.05735692381858826,-0.25673076054678423,0.2,1.0,0.0,1.0,3,647
4,FORWARD,582.2753641577593,1,0.96,0.09523552656173706,-0.3245781687643855,0.2,1.0,0.0,1.0,3,648
4,FORWARD,580.5459071943711,1,0.96,0.09583137184381485,-0.30375314125470315,0.2,1.0,0.0,1.0,3,649
4,FORWARD,578.6592618180114,1,0.96,0.05439898744225502,-0.28287296776553783,0.2,1.0,0.0,1.0,3,650
4,FORWARD,576.6231242122589,1,0.96,0.0620892159640789,-0.2619317270278254,0.2,0.0,0.0,1.0,3,651
-12,FORWARD,574.4458798378477,1,0.96,0.058996886014938354,-0.2409235901622226,0.2,1.0,0.0,1.0,3,652
4,FORWARD,572.7551022493979,1,0.96,0.09360828995704651,-0.30873172691811085,0.2,1.0,0.0,1.0,3,653
4,FORWARD,570.9055396573023,1,0.96,0.09691360592842102,-0.2878847195624614,0.2,0.0,0.0,1.0,3,654
-12,FORWARD,568.904700658188,1,0.96,0.09777934849262238,-0.2669773182621658,0.2,1.0,0.0,1.0,3,655
4,FORWARD,567.4234260446214,1,0.96,0.058565653860569,-0.3348924824649081,0.2,1.0,0.0,1.0,3,656
4,FORWARD,565.7750611729912,1,0.96,0.09315317869186401,-0.31413182318271665,0.2,1.0,0.0,1.0,3,657
4,FORWARD,563.9662091251796,1,0.96,0.09340806305408478,-0.2933177699980255,0.2,0.0,0.0,1.0,3,658
-12,FORWARD,562.0041778221653,1,0.96,0.09995530545711517,-0.2724442173882867,0.2,1.0,0.0,1.0,3,659
4,FORWARD,560.5683450907272,1,0.96,0.06627359986305237,-0.34039402979258115,0.2,1.0,0.0,1.0,3,660
4,FORWARD,558.9639362873864,1,0.96,0.08908215165138245,-0.3196656185470585,0.2,1.0,0.0,1.0,3,661
4,FORWARD,557.1973477957878,1,0.96,0.06692042946815491,-0.2988848821218431,0.2,0.0,0.0,1.0,3,662
-12,FORWARD,555.2756818735695,1,0.96,0.09441806375980377,-0.27804562710756825,0.2,1.0,0.0,1.0,3,663
4,FORWARD,553.8868513905177,1,0.96,0.05821394547820091,-0.3460306243384097,0.2,1.0,0.0,1.0,3,664
4,FORWARD,552.3279766827684,1,0.96,0.0540093295276165,-0.32533466980432946,0.2,1.0,0.0,1.0,3,665
4,FORWARD,550.6052426905306,1,0.96,0.05469362810254097,-0.30458754657202364,0.2,1.0,0.0,1.0,3,666
4,FORWARD,548.7255410519459,1,0.96,0.05888058990240097,-0.28378297497477944,0.2,0.0,0.0,1.0,3,667
-12,FORWARD,546.6964601682777,1,0.96,0.05856261029839516,-0.26291474500885137,0.2,1.0,0.0,1.0,3,668
4,FORWARD,545.1824986907227,1,0.96,0.058800920844078064,-0.33086562017352256,0.2,1.0,0.0,1.0,3,669
4,FORWARD,543.5031126511824,1,0.96,0.06336863338947296,-0.31015347952707456,0.2,0.0,0.0,1.0,3,670
-12,FORWARD,541.6649856849003,1,0.96,0.08795639127492905,-0.28938491085577644,0.2,1.0,0.0,1.0,3,671
4,FORWARD,540.372645459228,1,0.96,0.052484508603811264,-0.35744249716515636,0.2,1.0,0.0,1.0,3,672
4,FORWARD,538.9074785246405,1,0.96,0.09446606040000916,-0.33681316669771894,0.2,1.0,0.0,1.0,3,673
4,FORWARD,537.2752405645515,1,0.96,0.09125769883394241,-0.3161351183243839,0.2,0.0,0.0,1.0,3,674
-12,FORWARD,535.4823946817964,1,0.96,0.08018863946199417,-0.2954018995665855,0.2,1.0,0.0,1.0,3,675
4,FORWARD,534.2419132684066,1,0.96,0.08307688683271408,-0.36349600527587245,0.2,1.0,0.0,1.0,3,676
4,FORWARD,532.8272078947506,1,0.96,0.06705918908119202,-0.34289938246637586,0.2,1.0,0.0,1.0,3,677
4,FORWARD,531.243808733686,1,0.96,0.05955583602190018,-0.3222554773135325,0.2,0.0,0.0,1.0,3,678
-12,FORWARD,529.4979535779936,1,0.96,0.05336151644587517,-0.30155775707115795,0.2,1.0,0.0,1.0,3,679
4,FORWARD,528.3109854591089,1,0.96,0.09045984596014023,-0.36968863085863757,0.2,1.0,0.0,1.0,3,680
4,FORWARD,526.9484282812214,1,0.96,0.0560515895485878,-0.3491245677499615,0.2,1.0,0.0,1.0,3,681
4,FORWARD,525.4155822242558,1,0.96,0.05265619605779648,-0.3285147550422619,0.2,1.0,0.0,1.0,3,682
4,FORWARD,523.7184550924463,1,0.96,0.05636002868413925,-0.3078525822477909,0.2,0.0,0.0,1.0,3,683
-12,FORWARD,521.8637552403833,1,0.96,0.055782463401556015,-0.28713148653314374,0.2,1.0,0.0,1.0,3,684
4,FORWARD,520.5528939308903,1,0.96,0.05272368714213371,-0.35523385365940346,0.2,1.0,0.0,1.0,3,685
4,FORWARD,519.0702654620814,1,0.96,0.0906740054488182,-0.3346596203763112,0.2,0.0,0.0,1.0,3,686
-12,FORWARD,517.4216498932832,1,0.96,0.057922959327697754,-0.31403444410791675,0.2,1.0,0.0,1.0,3,687
4,FORWARD,516.3445131617227,1,0.96,0.09610412269830704,-0.3822405638248816,0.2,1.0,0.0,1.0,3,688
4,FORWARD,515.0892444513796,1,0.96,0.08540753275156021,-0.3617426320281547,0.2,1.0,0.0,1.0,3,689
4,FORWARD,513.6606778677833,1,0.96,0.08530839532613754,-0.34120218281554393,0.2,0.0,0.0,1.0,3,690
-12,FORWARD,512.0643542700054,1,0.96,0.058188844472169876,-0.32061245154817164,0.2,1.0,0.0,1.0,3,691
-6,FORWARD,511.04577392132103,1,0.96,0.05359736084938049,-0.38885559992436086,0.2,1.0,0.0,1.0,3,692
4,FORWARD,510.34409489926566,1,0.96,0.059160374104976654,-0.42394476568676387,0.2,1.0,0.0,1.0,3,693
4,FORWARD,509.45688265079093,1,0.96,0.08619251102209091,-0.40354054392713484,0.2,1.0,0.0,1.0,3,694
4,FORWARD,508.38750110992004,1,0.96,0.08628353476524353,-0.3831073305899755,0.2,1.0,0.0,1.0,3,695
4,FORWARD,507.1400261262229,1,0.96,0.05182548239827156,-0.36263822963985554,0.2,1.0,0.0,1.0,3,696
4,FORWARD,505.71924193787015,1,0.96,0.05703691393136978,-0.3421263645415694,0.2,1.0,0.0,1.0,3,697
4,FORWARD,504.13063675406363,1,0.96,0.04898688569664955,-0.32156488495526553,0.2,0.0,0.0,1.0,3,698
-12,FORWARD,502.38039730963476,1,0.96,0.08477853238582611,-0.30094697501053325,0.2,1.0,0.0,1.0,3,699
4,FORWARD,501.1891918731477,1,0.96,0.05833778902888298,-0.36915475232483796,0.2,1.0,0.0,1.0,3,700
4,FORWARD,499.823257510506,1,0.96,0.06947275996208191,-0.3486791466791405,0.2,0.0,0.0,1.0,3,701
-12,FORWARD,498.28784164105775,1,0.96,0.09506769478321075,-0.32815561752169187,0.2,1.0,0.0,1.0,3,702
4,FORWARD,497.3372971256714,1,0.96,0.09676268696784973,-0.3964661560214375,0.2,1.0,0.0,1.0,3,703
4,FORWARD,496.20627433839195,1,0.96,0.0930713564157486,-0.37606335304002,0.2,1.0,0.0,1.0,3,704
4,FORWARD,494.8990670043629,1,0.96,0.06458073854446411,-0.355621560603901,0.2,0.0,0.0,1.0,3,705
-12,FORWARD,493.42067096508475,1,0.96,0.09994357824325562,-0.3351337852260567,0.2,1.0,0.0,1.0,3,706
4,FORWARD,492.53320716024234,1,0.96,0.09395419806241989,-0.4034819473893489,0.2,1.0,0.0,1.0,3,707
4,FORWARD,491.46411554366813,1,0.96,0.064936563372612,-0.3831100993884008,0.2,1.0,0.0,1.0,3,708
4,FORWARD,490.21743525416156,1,0.96,0.09545983374118805,-0.3627013732331494,0.2,0.0,0.0,1.0,3,709
-12,FORWARD,488.797906578955,1,0.96,0.06139633059501648,-0.34224871284974134,0.2,1.0,0.0,1.0,3,710
4,FORWARD,487.97518659337976,1,0.96,0.058482442051172256,-0.41063397195950935,0.2,1.0,0.0,1.0,3,711
4,FORWARD,486.9697491358743,1,0.96,0.057279739528894424,-0.39029206472318784,0.2,0.0,0.0,1.0,3,712
-12,FORWARD,485.78537510360593,1,0.96,0.09407125413417816,-0.3699154939220648,0.2,1.0,0.0,1.0,3,713
4,FORWARD,485.2172277211676,1,0.96,0.059671033173799515,-0.43838603351602573,0.2,1.0,0.0,1.0,3,714
4,FORWARD,484.46246961280406,1,0.96,0.09488929808139801,-0.4180951146144246,0.2,1.0,0.0,1.0,3,715
4,FORWARD,483.5239140280409,1,0.96,0.0871090292930603,-0.39777912173794333,0.2,1.0,0.0,1.0,3,716
4,FORWARD,482.4050758056411,1,0.96,0.09235800057649612,-0.3774308840830441,0.2,0.0,0.0,1.0,3,717
-12,FORWARD,481.11016908010214,1,0.96,0.055215150117874146,-0.3570432401727771,0.2,1.0,0.0,1.0,3,718
-6,FORWARD,480.42326006674716,1,0.96,0.0611528605222702,-0.4254979312128464,0.2,1.0,0.0,1.0,3,719
4,FORWARD,480.06364448866617,1,0.96,0.05569396913051605,-0.46076476412553063,0.2,1.0,0.0,1.0,3,720
4,FORWARD,479.51534485292547,1,0.96,0.09080550819635391,-0.4405166356621911,0.2,1.0,0.0,1.0,3,721
4,FORWARD,478.7803898112922,1,0.96,0.08711071312427521,-0.42025120238718844,0.2,1.0,0.0,1.0,3,722
4,FORWARD,477.861508404582,1,0.96,0.0653841644525528,-0.3999612263786189,0.2,1.0,0.0,1.0,3,723
4,FORWARD,476.7621285155685,1,0.96,0.08911339193582535,-0.379639474275981,0.2,0.0,0.0,1.0,3,724
-12,FORWARD,475.4863747924243,1,0.96,0.059303779155015945,-0.3592787201172398,0.2,1.0,0.0,1.0,3,725
4,FORWARD,474.82036178604415,1,0.96,0.08955489844083786,-0.4277606382333964,0.2,1.0,0.0,1.0,3,726
4,FORWARD,473.969484929701,1,0.96,0.09719149768352509,-0.40749799748088267,0.2,1.0,0.0,1.0,3,727
4,FORWARD,472.93690461579104,1,0.96,0.09129001200199127,-0.38720606010171404,0.2,0.0,0.0,1.0,3,728
-12,FORWARD,471.72647668862874,1,0.96,0.06486088782548904,-0.3668775501520905,0.2,1.0,0.0,1.0,3,729
4,FORWARD,471.1309157733238,1,0.96,0.052900757640600204,-0.4353940890175186,0.2,1.0,0.0,1.0,3,730
4,FORWARD,470.3496291125928,1,0.96,0.09133284538984299,-0.4151571621112553,0.2,0.0,0.0,1.0,3,731
-12,FORWARD,469.38550663653865,1,0.96,0.08683791756629944,-0.39489351398444056,0.2,1.0,0.0,1.0,3,732
4,FORWARD,469.05158069879604,1,0.96,0.06758899986743927,-0.4634847116197497,0.2,1.0,0.0,1.0,3,733
4,FORWARD,468.5291810287052,1,0.96,0.09247253090143204,-0.4432849952962124,0.2,1.0,0.0,1.0,3,734
4,FORWARD,467.8202265992983,1,0.96,0.0899437665939331,-0.4230686633013602,0.2,0.0,0.0,1.0,3,735
-12,FORWARD,466.9273308390295,1,0.96,0.05069127678871155,-0.4028283588027829,0.2,1.0,0.0,1.0,3,736
4,FORWARD,466.6681384399569,1,0.96,0.061240602284669876,-0.4714456157664163,0.2,1.0,0.0,1.0,3,737
20,FORWARD,466.22000888577435,1,0.96,0.05103841796517372,-0.45126145098735587,0.2,0.0,0.0,1.0,3,738
-12,FORWARD,464.8002319753484,1,0.96,0.0629967749118805,-0.3421746284710716,0.2,0.0,0.0,1.0,3,739
-12,FORWARD,463.97808315936993,1,0.96,0.05153420940041542,-0.4106483921351799,0.2,1.0,0.0,1.0,3,740
4,FORWARD,463.79272032962416,1,0.96,0.09036343544721603,-0.4792926513681817,0.2,1.0,0.0,1.0,3,741
4,FORWARD,463.4180921441305,1,0.96,0.058495450764894485,-0.45912504600575604,0.2,1.0,0.0,1.0,3,742
4,FORWARD,462.85556714715636,1,0.96,0.08836714923381805,-0.4389464938829263,0.2,0.0,0.0,1.0,3,743
-12,FORWARD,462.1072058321277,1,0.96,0.06206003203988075,-0.41874957774325167,0.2,1.0,0.0,1.0,3,744
4,FORWARD,461.9983583254831,1,0.96,0.05245434120297432,-0.4874157692303772,0.2,1.0,0.0,1.0,3,745
4,FORWARD,461.69996851011484,1,0.96,0.08435194939374924,-0.46725890106506657,0.2,1.0,0.0,1.0,3,746
4,FORWARD,461.21312423422825,1,0.96,0.05321325734257698,-0.44709405203898267,0.2,0.0,0.0,1.0,3,747
-12,FORWARD,460.5396044247591,1,0.96,0.057850029319524765,-0.4269137844873034,0.2,1.0,0.0,1.0,3,748
4,FORWARD,460.50790252951555,1,0.96,0.0604206919670105,-0.49559954919592886,0.2,1.0,0.0,1.0,3,749
4,FORWARD,460.28647954288215,1,0.96,0.05698729306459427,-0.4754507879432858,0.2,1.0,0.0,1.0,3,750
4,FORWARD,459.8761413953581,1,0.96,0.09404243528842926,-0.4552970552877107,0.2,0.0,0.0,1.0,3,751
-12,FORWARD,459.27838435686755,1,0.96,0.04952700436115265,-0.43513089685748657,0.2,1.0,0.0,1.0,3,752
4,MOVE,459.32431137577515,1,0.96,0.05779196321964264,-0.503833746517918,-0.3,1.0,0.0,1.0,3,753
4,FORWARD,459.18043850944156,1,0.96,0.09153661131858826,-0.48369037612828447,0.2,1.0,0.0,1.0,3,754
4,FORWARD,458.84728877424243,1,0.96,0.060448095202445984,-0.46354507858799854,0.2,1.0,0.0,1.0,3,755
4,FORWARD,458.3260749326831,1,0.96,0.05659651383757591,-0.4433903864832582,0.2,0.0,0.0,1.0,3,756
-12,FORWARD,457.6186990634768,1,0.96,0.08930358290672302,-0.4232188317297124,0.2,1.0,0.0,1.0,3,757
4,FORWARD,457.55230679824706,1,0.96,0.05458337813615799,-0.4919118342823014,0.2,1.0,0.0,1.0,3,758
4,FORWARD,457.2964136019371,1,0.96,0.06340789794921875,-0.4717759926101679,0.2,0.0,0.0,1.0,3,759
-12,FORWARD,456.8519492920732,1,0.96,0.055252887308597565,-0.4516337889378658,0.2,1.0,0.0,1.0,3,760
4,MOVE,457.05357479816286,1,0.96,0.05848827213048935,-0.5203666256963816,-0.3,1.0,0.0,1.0,3,761
4,MOVE,457.0655829207388,1,0.96,0.05720099061727524,-0.5002294597926811,-0.3,1.0,0.0,1.0,3,762
