action,action_result,distance_to_goal,experiment,gamma,loss,orientation,reward,signal1,signal2,signal3,speed,time
-1,MOVE,485.5708063155623,1,0.96,0.09247957915067673,-0.9986525283079942,-0.3,1.0,1.0,1.0,3,1025
4,ON_EDGE,488.57054474114176,1,0.96,0.062378909438848495,0.9957835910828217,-0.9,1.0,1.0,1.0,3,1026
4,FORWARD,482.79675270012655,1,0.96,0.05900737643241882,0.994912976477962,0.2,1.0,1.0,1.0,3,1027
-1,MOVE,485.773954149907,1,0.96,0.08807375282049179,-0.9606109707022438,-0.3,1.0,1.0,1.0,3,1028
-1,ON_EDGE,488.75736732858513,1,0.96,0.11446590721607208,-0.9664091612404696,-0.9,1.0,1.0,1.0,3,1029
-1,FORWARD,483.09897666836054,1,0.96,0.09014172106981277,-0.9675217738278765,0.2,1.0,1.0,1.0,3,1030
-1,MOVE,486.0923877548236,1,0.96,0.08970198035240173,-0.9788342219639604,-0.3,1.0,1.0,1.0,3,1031
19,ON_EDGE,489.08886275219356,1,0.96,0.052065830677747726,-0.9845203094013892,-0.9,1.0,1.0,1.0,3,1032
19,FORWARD,483.44589021715467,1,0.96,0.05124857276678085,-0.9855457075710801,0.2,1.0,1.0,1.0,3,1033
-1,MOVE,485.7281148919382,1,0.96,0.0961698591709137,-0.774524261048571,-0.3,1.0,1.0,1.0,3,1034
-1,ON_EDGE,488.0515046357744,1,0.96,0.09218773245811462,-0.7813588519882262,-0.9,1.0,1.0,1.0,3,1035
-1,FORWARD,483.65836873654354,1,0.96,0.057223446667194366,-0.7833737989387834,0.2,1.0,1.0,1.0,3,1036
-1,MOVE,486.06484905151973,1,0.96,0.052095647901296616,-0.7957272412541837,-0.3,1.0,1.0,1.0,3,1037
-1,ON_EDGE,488.5085636975117,1,0.96,0.06295325607061386,-0.8024588007860098,-0.9,1.0,1.0,1.0,3,1038
-1,FORWARD,484.97066749809125,1,0.96,0.08661771565675735,-0.8043388169426913,0.2,1.0,1.0,1.0,3,1039
-1,MOVE,487.4890027714712,1,0.96,0.06268768012523651,-0.8165854861988785,-0.3,1.0,1.0,1.0,3,1040
-1,ON_EDGE,490.04061306253936,1,0.96,0.06022760272026062,-0.8232083420910619,-0.9,1.0,1.0,1.0,3,1041
-1,FORWARD,486.29315370734616,1,0.96,0.05677354335784912,-0.825070240492601,0.2,1.0,1.0,1.0,3,1042
19,MOVE,488.9114960798802,1,0.96,0.058273810893297195,-0.8372070097968002,-0.3,1.0,1.0,1.0,3,1043
-1,MOVE,490.9188813033554,1,0.96,0.08949534595012665,-0.7326073865974106,-0.3,1.0,1.0,1.0,3,1044
-1,ON_EDGE,492.974713593112,1,0.96,0.08989271521568298,-0.7396114684342234,-0.9,1.0,1.0,1.0,3,1045
-1,FORWARD,487.72140583534724,1,0.96,0.08092981576919556,-0.742079912104611,0.2,1.0,1.0,1.0,3,1046
19,MOVE,489.8776819978631,1,0.96,0.05335313826799393,-0.7546095170942266,-0.3,1.0,1.0,1.0,3,1047
-14,MOVE,491.25037689947777,1,0.96,0.08083629608154297,-0.6504122404741618,-0.3,1.0,1.0,1.0,3,1048
19,MOVE,493.2388888348522,1,0.96,0.05708972364664078,-0.7299208883194594,-0.3,1.0,1.0,1.0,3,1049
-14,MOVE,494.40180953055824,1,0.96,0.08368086814880371,-0.6258179001522785,-0.3,1.0,1.0,1.0,3,1050
-14,ON_EDGE,496.21170876551656,1,0.96,0.08795680850744247,-0.7053782415332438,-0.9,1.0,1.0,1.0,3,1051
-14,FORWARD,491.303607175783,1,0.96,0.09474483132362366,-0.7080287087034602,0.2,1.0,1.0,1.0,3,1052
19,MOVE,494.03985070936574,1,0.96,0.08905503153800964,-0.8651274151278813,-0.3,1.0,1.0,1.0,3,1053
19,ON_EDGE,496.2333592018836,1,0.96,0.11187754571437836,-0.7603665712987304,-0.9,1.0,1.0,1.0,3,1054
19,ON_EDGE,496.807427315432,1,0.96,0.11186090111732483,-0.7577713733313965,-0.9,1.0,1.0,1.0,3,1055
19,FORWARD,492.5365239125803,1,0.96,0.08392947167158127,-0.7601932705067914,0.2,1.0,1.0,1.0,3,1056
7,ON_EDGE,492.0282454977971,1,0.96,0.05532975494861603,-0.4448529490103657,-0.9,1.0,1.0,1.0,3,1057
-14,FORWARD,489.474596103353,1,0.96,0.062140170484781265,-0.44187547335184635,0.2,1.0,1.0,1.0,3,1058
-14,FORWARD,489.3206357770889,1,0.96,0.08364702761173248,-0.48268286612234174,0.2,1.0,1.0,1.0,3,1059
-18,ON_EDGE,489.91390518834606,1,0.96,0.1140061691403389,-0.5624093105358584,-0.9,1.0,1.0,1.0,3,1060
-14,FORWARD,488.244844517953,1,0.96,0.12847453355789185,-0.5589360326889442,0.2,1.0,1.0,1.0,3,1061
19,MOVE,490.2940139413605,1,0.96,0.061556581407785416,-0.7386362348550324,-0.3,1.0,1.0,1.0,3,1062
-14,ON_EDGE,491.53192905586747,1,0.96,0.052741676568984985,-0.6345061716891321,-0.9,1.0,1.0,1.0,3,1063
-14,FORWARD,490.50513937108775,1,0.96,0.06388780474662781,-0.6308845036038311,0.2,1.0,1.0,1.0,3,1064
19,MOVE,492.8687913300191,1,0.96,0.0486389696598053,-0.7882246245150387,-0.3,1.0,1.0,1.0,3,1065
-14,ON_EDGE,494.5132960413013,1,0.96,0.06124736741185188,-0.6838650948815392,-0.9,1.0,1.0,1.0,3,1066
-2,FORWARD,494.0148451433924,1,0.96,0.08776542544364929,-0.6803641967477263,0.2,1.0,1.0,1.0,3,1067
-20,MOVE,496.27461991997603,1,0.96,0.08250262588262558,-0.7708839907478697,-0.3,1.0,1.0,1.0,3,1068
19,ON_EDGE,499.07628486777145,1,0.96,0.06047479063272476,-0.8832635855739419,-0.9,1.0,1.0,1.0,3,1069
19,FORWARD,492.49226374451223,1,0.96,0.09533054381608963,-0.8808168847893829,0.2,1.0,1.0,1.0,3,1070
-14,MOVE,494.0294908335991,1,0.96,0.09811577200889587,-0.670414929236896,-0.3,1.0,1.0,1.0,3,1071
-20,ON_EDGE,496.15438494747644,1,0.96,0.056400541216135025,-0.7498551937539157,-0.9,1.0,1.0,1.0,3,1072
-20,ON_EDGE,496.4058276992493,1,0.96,0.09026843309402466,-0.7467146156648915,-0.9,1.0,1.0,1.0,3,1073
5,FORWARD,492.47792183608175,1,0.96,0.06792791932821274,-0.7491160017245838,0.2,1.0,1.0,1.0,3,1074
-19,ON_EDGE,495.4334141163611,1,0.96,0.08857963234186172,-0.9449353544639743,-0.9,1.0,1.0,1.0,3,1075
-19,ON_EDGE,496.73303910926495,1,0.96,0.06004013866186142,-0.9412448847961383,-0.9,1.0,1.0,1.0,3,1076
-19,FORWARD,492.9707357114931,1,0.96,0.06638524681329727,-0.9427251761117406,0.2,1.0,1.0,1.0,3,1077
4,MOVE,495.0309959739654,1,0.96,0.0875115767121315,0.7402614858691603,-0.3,1.0,1.0,1.0,3,1078
4,ON_EDGE,497.2469581691254,1,0.96,0.062211763113737106,0.7638888297790385,-0.9,1.0,1.0,1.0,3,1079
4,FORWARD,491.7991293361548,1,0.96,0.05222165957093239,0.7639185978922098,0.2,1.0,1.0,1.0,3,1080
4,MOVE,494.28153153700157,1,0.96,0.11880135536193848,0.8096747104533188,-0.3,1.0,1.0,1.0,3,1081
4,ON_EDGE,496.8802350217409,1,0.96,0.12020993232727051,0.832984486915862,-0.9,1.0,1.0,1.0,3,1082
-12,FORWARD,491.3739578199542,1,0.96,0.05079641565680504,0.8326416142059634,0.2,1.0,1.0,1.0,3,1083
4,MOVE,493.74308161791424,1,0.96,0.05903685837984085,0.7891725197609027,-0.3,1.0,1.0,1.0,3,1084
4,ON_EDGE,496.2407275602906,1,0.96,0.06940309703350067,0.8125841136318992,-0.9,1.0,1.0,1.0,3,1085
4,FORWARD,490.53251974809507,1,0.96,0.05567195266485214,0.8123632164204524,0.2,1.0,1.0,1.0,3,1086
-12,MOVE,493.24017455947615,1,0.96,0.08657628297805786,0.8578898983099305,-0.3,1.0,1.0,1.0,3,1087
4,ON_EDGE,495.6258385730851,1,0.96,0.059873078018426895,0.7920591501761185,-0.9,1.0,1.0,1.0,3,1088
4,FORWARD,489.7457539951739,1,0.96,0.05541947856545448,0.791961580546592,0.2,1.0,1.0,1.0,3,1089
-12,MOVE,492.3658435115874,1,0.96,0.094574935734272,0.8375915861094204,-0.3,1.0,1.0,1.0,3,1090
4,ON_EDGE,494.631731699298,1,0.96,0.11993048340082169,0.7718721010249616,-0.9,1.0,1.0,1.0,3,1091
4,FORWARD,488.8349881077417,1,0.96,0.05179126188158989,0.7719379920595041,0.2,1.0,1.0,1.0,3,1092
-16,MOVE,491.3588042158486,1,0.96,0.09053247421979904,0.8176653545059629,-0.3,1.0,1.0,1.0,3,1093
4,ON_EDGE,493.34667361509133,1,0.96,0.09211719781160355,0.7298298254876536,-0.9,1.0,1.0,1.0,3,1094
4,FORWARD,487.6282596198517,1,0.96,0.12591424584388733,0.7301739613775682,0.2,1.0,1.0,1.0,3,1095
4,MOVE,489.9199587411691,1,0.96,0.05589337646961212,0.7760866566815611,-0.3,1.0,1.0,1.0,3,1096
4,ON_EDGE,492.34779321449946,1,0.96,0.09068086743354797,0.7995696895678577,-0.9,1.0,1.0,1.0,3,1097
4,FORWARD,487.1294691854085,1,0.96,0.09191953390836716,0.7996558193650805,0.2,1.0,1.0,1.0,3,1098
-12,MOVE,489.7838920754347,1,0.96,0.059265390038490295,0.8452542276996468,-0.3,1.0,1.0,1.0,3,1099
4,ON_EDGE,492.09614586323033,1,0.96,0.06782462447881699,0.7794985066529558,-0.9,1.0,1.0,1.0,3,1100
4,FORWARD,486.3040633778527,1,0.96,0.09687107056379318,0.7796560694176972,0.2,1.0,1.0,1.0,3,1101
4,MOVE,488.86622858375625,1,0.96,0.07280800491571426,0.8253538270613388,-0.3,1.0,1.0,1.0,3,1102
-12,ON_EDGE,491.5351294382304,1,0.96,0.10768347233533859,0.848594824620497,-0.9,1.0,1.0,1.0,3,1103
-12,FORWARD,486.0103295462963,1,0.96,0.06314033269882202,0.848426234611768,0.2,1.0,1.0,1.0,3,1104
4,MOVE,487.89894592283537,1,0.96,0.10631901770830154,0.715993563137361,-0.3,1.0,1.0,1.0,3,1105
4,ON_EDGE,489.9556845701075,1,0.96,0.07046547532081604,0.7397394445226595,-0.9,1.0,1.0,1.0,3,1106
4,FORWARD,484.53857445240465,1,0.96,0.07726295292377472,0.7402386627063651,0.2,1.0,1.0,1.0,3,1107
4,MOVE,486.8900251851747,1,0.96,0.09746205806732178,0.7861187530092489,-0.3,1.0,1.0,1.0,3,1108
-12,ON_EDGE,489.37186053303486,1,0.96,0.10447949171066284,0.8095618694255757,-0.9,1.0,1.0,1.0,3,1109
-12,FORWARD,484.16084713010395,1,0.96,0.09808412194252014,0.8097567419200978,0.2,1.0,1.0,1.0,3,1110
4,MOVE,485.755319156429,1,0.96,0.07353824377059937,0.6775332765271072,-0.3,1.0,1.0,1.0,3,1111
4,ON_EDGE,487.5355127114062,1,0.96,0.06311497092247009,0.7014234546390464,-0.9,1.0,1.0,1.0,3,1112
4,FORWARD,482.5112318276776,1,0.96,0.06255932152271271,0.7022513660563979,0.2,1.0,1.0,1.0,3,1113
4,MOVE,484.6258093510293,1,0.96,0.07116924226284027,0.7482886610486803,-0.3,1.0,1.0,1.0,3,1114
4,ON_EDGE,486.8920037923444,1,0.96,0.10555780678987503,0.7719116752572414,-0.9,1.0,1.0,1.0,3,1115
4,FORWARD,482.11811303003816,1,0.96,0.07052968442440033,0.7724743737930535,0.2,1.0,1.0,1.0,3,1116
-12,MOVE,484.64476639506887,1,0.96,0.05539623275399208,0.818217091094091,-0.3,1.0,1.0,1.0,3,1117
4,ON_EDGE,486.7879917079618,1,0.96,0.09307154268026352,0.752615505341642,-0.9,1.0,1.0,1.0,3,1118
-9,FORWARD,481.30533488061525,1,0.96,0.06945373862981796,0.7532532769338212,0.2,1.0,1.0,1.0,3,1119
4,MOVE,483.27233454730936,1,0.96,0.0708487257361412,0.7268640209925803,-0.3,1.0,1.0,1.0,3,1120
4,ON_EDGE,485.40214337815013,1,0.96,0.06915979832410812,0.7505812443343151,-0.9,1.0,1.0,1.0,3,1121
4,FORWARD,480.5138787804426,1,0.96,0.09968319535255432,0.7513424066551984,0.2,1.0,1.0,1.0,3,1122
-12,MOVE,482.92854507431457,1,0.96,0.07257456332445145,0.7971861566382316,-0.3,1.0,1.0,1.0,3,1123
4,ON_EDGE,484.9296138751807,1,0.96,0.10932894051074982,0.7316958590031517,-0.9,1.0,1.0,1.0,3,1124
-1,FORWARD,479.7085686414668,1,0.96,0.06383072584867477,0.7325720054451778,0.2,1.0,1.0,1.0,3,1125
4,MOVE,481.83933829524216,1,0.96,0.0715317651629448,0.7507211969283819,-0.3,1.0,1.0,1.0,3,1126
4,ON_EDGE,484.1204609993319,1,0.96,0.09198439866304398,0.7743416191905845,-0.9,1.0,1.0,1.0,3,1127
4,FORWARD,479.3357841912548,1,0.96,0.12383290380239487,0.7750975872586318,0.2,1.0,1.0,1.0,3,1128
-12,MOVE,481.87563707616124,1,0.96,0.0718875601887703,0.8208353969856912,-0.3,1.0,1.0,1.0,3,1129
9,ON_EDGE,484.03599473355024,1,0.96,0.06845390051603317,0.7552261816397992,-0.9,1.0,1.0,1.0,3,1130
4,FORWARD,478.69390294820175,1,0.96,0.09125053137540817,0.7560875456084375,0.2,1.0,1.0,1.0,3,1131
-12,MOVE,481.277086291779,1,0.96,0.060842372477054596,0.8296931215566777,-0.3,1.0,1.0,1.0,3,1132
4,ON_EDGE,483.4941119697877,1,0.96,0.09852728247642517,0.7640381211055685,-0.9,1.0,1.0,1.0,3,1133
4,FORWARD,478.26953365316126,1,0.96,0.06874752044677734,0.7649156659022371,0.2,1.0,1.0,1.0,3,1134
-12,MOVE,480.7574381761165,1,0.96,0.10245490819215775,0.8107042658508364,-0.3,1.0,1.0,1.0,3,1135
-3,ON_EDGE,482.85099629306586,1,0.96,0.09334839135408401,0.7451504314968992,-0.9,1.0,1.0,1.0,3,1136
-3,FORWARD,477.6916207451472,1,0.96,0.05568902939558029,0.7461775667278856,0.2,1.0,1.0,1.0,3,1137
-12,MOVE,479.5677447247851,1,0.96,0.1260852813720703,0.7142746525858809,-0.3,1.0,1.0,1.0,3,1138
-3,MOVE,480.9301464983763,1,0.96,0.06358445435762405,0.6491648415369761,-0.3,1.0,1.0,1.0,3,1139
-3,ON_EDGE,482.16618186068104,1,0.96,0.09759572893381119,0.6342697158987145,-0.9,1.0,1.0,1.0,3,1140
-3,FORWARD,476.1653957776056,1,0.96,0.09691812098026276,0.6357788874946367,0.2,1.0,1.0,1.0,3,1141
-3,MOVE,477.13910304719195,1,0.96,0.10639133304357529,0.6042713202074304,-0.3,1.0,1.0,1.0,3,1142
-3,MOVE,477.98023630044867,1,0.96,0.10469458997249603,0.589499606253346,-0.3,1.0,1.0,1.0,3,1143
-3,MOVE,478.6871943467251,1,0.96,0.06378587335348129,0.5747523414664839,-0.3,1.0,1.0,1.0,3,1144
-3,MOVE,479.2586369732365,1,0.96,0.06576528400182724,0.5600258223547545,-0.3,1.0,1.0,1.0,3,1145
-3,MOVE,479.69348455427513,1,0.96,0.06124278903007507,0.5453163590603882,-0.3,1.0,1.0,1.0,3,1146
-3,MOVE,479.9909177266925,1,0.96,0.06241419538855553,0.5306202732517632,-0.3,1.0,1.0,1.0,3,1147
14,ON_EDGE,480.1503771379315,1,0.96,0.09802520275115967,0.5159338958360565,-0.9,1.0,1.0,1.0,3,1148
-3,FORWARD,474.22215887076226,1,0.96,0.09024883806705475,0.5178648156736342,0.2,1.0,1.0,1.0,3,1149
-3,MOVE,474.98610376739776,1,0.96,0.06662747263908386,0.5809864452901922,-0.3,1.0,1.0,1.0,3,1150
-3,MOVE,475.6151974899842,1,0.96,0.060126081109046936,0.5662655074316738,-0.3,1.0,1.0,1.0,3,1151
-3,MOVE,476.10825320936675,1,0.96,0.09892699867486954,0.5515632808531968,-0.3,1.0,1.0,1.0,3,1152
-3,MOVE,476.46434352954344,1,0.96,0.07775125652551651,0.5368760672480417,-0.3,1.0,1.0,1.0,3,1153
-3,MOVE,476.6828001906002,1,0.96,0.06361455470323563,0.5222001789123276,-0.3,1.0,1.0,1.0,3,1154
-3,MOVE,476.7632138508449,1,0.96,0.06423087418079376,0.507531936284221,-0.3,1.0,1.0,1.0,3,1155
-3,FORWARD,476.7054339517987,1,0.96,0.05501263216137886,0.4928676653680518,0.2,1.0,1.0,0.0,3,1156
17,FORWARD,476.5095686682433,1,0.96,0.06402919441461563,0.4782036950816122,0.2,1.0,1.0,1.0,3,1157
-3,MOVE,477.2155942024354,1,0.96,0.05837497115135193,0.5746474656749451,-0.3,1.0,1.0,1.0,3,1158
-3,MOVE,477.7861516977742,1,0.96,0.07081159949302673,0.5599270828215148,-0.3,1.0,1.0,1.0,3,1159
-3,MOVE,478.2201645240544,1,0.96,0.06516606360673904,0.5452237676228706,-0.3,1.0,1.0,1.0,3,1160
4,MOVE,478.5168158963401,1,0.96,0.06046107038855553,0.5305338352693658,-0.3,1.0,1.0,1.0,3,1161
4,MOVE,479.03933105757795,1,0.96,0.06923984736204147,0.554742499207426,-0.3,1.0,1.0,1.0,3,1162
-12,MOVE,479.7844317779164,1,0.96,0.09263205528259277,0.5789287534603029,-0.3,1.0,1.0,1.0,3,1163
4,MOVE,479.92749760111417,1,0.96,0.09491673111915588,0.5141915542380979,-0.3,1.0,1.0,1.0,3,1164
4,MOVE,480.29777994789055,1,0.96,0.06088099628686905,0.5384015494986175,-0.3,1.0,1.0,1.0,3,1165
4,MOVE,480.8929529099371,1,0.96,0.0516141876578331,0.5625975366152721,-0.3,1.0,1.0,1.0,3,1166
-12,MOVE,481.7092899973599,1,0.96,0.06632379442453384,0.5867672393748331,-0.3,1.0,1.0,1.0,3,1167
4,MOVE,481.9258549631106,1,0.96,0.12155058234930038,0.5220097674246852,-0.3,1.0,1.0,1.0,3,1168
4,MOVE,482.36896799252816,1,0.96,0.08992358297109604,0.5462087540383396,-0.3,1.0,1.0,1.0,3,1169
-12,MOVE,483.03585079038396,1,0.96,0.0890287235379219,0.5703898318669385,-0.3,1.0,1.0,1.0,3,1170
4,MOVE,483.09842857642343,1,0.96,0.06590381264686584,0.5056519697473368,-0.3,1.0,1.0,1.0,3,1171
4,MOVE,483.3885791330004,1,0.96,0.060352813452482224,0.5298505702903873,-0.3,1.0,1.0,1.0,3,1172
4,MOVE,483.90448145013,1,0.96,0.09047719836235046,0.5540396155215228,-0.3,1.0,1.0,1.0,3,1173
-12,MOVE,484.6429063435138,1,0.96,0.0570140965282917,0.5782068642465599,-0.3,1.0,1.0,1.0,3,1174
4,MOVE,484.77891130727085,1,0.96,0.06108357012271881,0.5134514139866678,-0.3,1.0,1.0,1.0,3,1175
4,MOVE,485.1419964531217,1,0.96,0.06057954952120781,0.5376417152234646,-0.3,1.0,1.0,1.0,3,1176
-10,MOVE,485.7298864439635,1,0.96,0.09713506698608398,0.5618185536700759,-0.3,1.0,1.0,1.0,3,1177
4,MOVE,485.81634260079386,1,0.96,0.09550545364618301,0.5081920195697629,-0.3,1.0,1.0,1.0,3,1178
4,MOVE,486.1301449811772,1,0.96,0.06210917606949806,0.5323792219929554,-0.3,1.0,1.0,1.0,3,1179
-12,MOVE,486.6693271863656,1,0.96,0.0625208243727684,0.5565556520752734,-0.3,1.0,1.0,1.0,3,1180
4,FORWARD,486.60148543038196,1,0.96,0.05631395801901817,0.49182028086915347,0.2,1.0,1.0,1.0,3,1181
4,MOVE,486.7614805089318,1,0.96,0.0849125012755394,0.51600431466089,-0.3,1.0,1.0,1.0,3,1182
-12,MOVE,487.1483092033701,1,0.96,0.09834590554237366,0.5401858721045282,-0.3,1.0,1.0,0.0,3,1183
17,FORWARD,486.9264773990484,1,0.96,0.0556943379342556,0.4754638608512226,0.2,1.0,1.0,1.0,3,1184
-12,MOVE,487.60680348739226,1,0.96,0.09138895571231842,0.5718636314743891,-0.3,1.0,1.0,0.0,3,1185
17,MOVE,487.68299016444104,1,0.96,0.06874726712703705,0.5071056786520385,-0.3,1.0,1.0,1.0,3,1186
-12,MOVE,488.64969504592307,1,0.96,0.09833872318267822,0.6035077426449651,-0.3,1.0,1.0,0.0,3,1187
17,MOVE,489.0225363776518,1,0.96,0.05484229326248169,0.538692893862169,-0.3,1.0,1.0,1.0,3,1188
-12,MOVE,490.2653521941565,1,0.96,0.09197554737329483,0.6350756724794321,-0.3,1.0,1.0,1.0,3,1189
-12,MOVE,490.9302024592599,1,0.96,0.06008024141192436,0.5701840386201247,-0.3,1.0,1.0,0.0,3,1190
17,MOVE,490.9904018570636,1,0.96,0.12181640416383743,0.5054154356324206,-0.3,1.0,1.0,1.0,3,1191
-12,MOVE,491.94185589877884,1,0.96,0.08857689797878265,0.6018045156493965,-0.3,1.0,1.0,0.0,3,1192
17,MOVE,492.2986240623212,1,0.96,0.06052880734205246,0.5369805660925357,-0.3,1.0,1.0,1.0,3,1193
-12,MOVE,493.5266012554068,1,0.96,0.057546649128198624,0.6333516830153928,-0.3,1.0,1.0,0.0,3,1194
17,MOVE,494.1754821875756,1,0.96,0.08551742881536484,0.5684526084930502,-0.3,1.0,1.0,1.0,3,1195
-12,MOVE,495.6669524644559,1,0.96,0.12664423882961273,0.6647849227462554,-0.3,1.0,1.0,1.0,3,1196
-12,MOVE,496.6003420471435,1,0.96,0.1284620463848114,0.5997923747861766,-0.3,1.0,1.0,0.0,3,1197
17,MOVE,496.9380694859254,1,0.96,0.05599307268857956,0.534954924258059,-0.3,1.0,1.0,1.0,3,1198
-12,MOVE,498.1484106567476,1,0.96,0.1158701702952385,0.6313094323099179,-0.3,1.0,1.0,0.0,3,1199
17,MOVE,498.7783124475595,1,0.96,0.0811098963022232,0.5663989250626552,-0.3,1.0,1.0,1.0,3,1200
-12,MOVE,500.2527980383292,1,0.96,0.12227080017328262,0.6627164144888628,-0.3,1.0,1.0,1.0,3,1201
-12,MOVE,501.16749953465495,1,0.96,0.06363403052091599,0.5977146234372196,-0.3,1.0,1.0,0.0,3,1202
17,MOVE,501.4855663708862,1,0.96,0.10241331905126572,0.5328643001083488,-0.3,1.0,1.0,1.0,3,1203
-12,MOVE,502.677667418612,1,0.96,0.06939999014139175,0.62920281723171,-0.3,1.0,1.0,0.0,3,1204
17,MOVE,503.28797821470965,1,0.96,0.10692348331212997,0.5642814888073053,-0.3,1.0,1.0,1.0,3,1205
-12,MOVE,504.74489884059716,1,0.96,0.06678497046232224,0.660584767545673,-0.3,1.0,1.0,1.0,3,1206
-12,MOVE,505.6403131013797,1,0.96,0.10241473466157913,0.5955743206037398,-0.3,1.0,1.0,0.0,3,1207
17,MOVE,505.93812732853536,1,0.96,0.06481034308671951,0.5307117266182733,-0.3,1.0,1.0,1.0,3,1208
-12,MOVE,507.1114061340772,1,0.96,0.06336642056703568,0.6270348471286863,-0.3,1.0,1.0,0.0,3,1209
17,MOVE,507.70153993424265,1,0.96,0.07008270174264908,0.5621032828390019,-0.3,1.0,1.0,1.0,3,1210
-12,MOVE,509.14033464434027,1,0.96,0.06674611568450928,0.6583929406334725,-0.3,1.0,1.0,0.0,3,1211
17,MOVE,510.0158861433572,1,0.96,0.10644201934337616,0.5933743990050798,-0.3,1.0,1.0,1.0,3,1212
-12,MOVE,511.70513023072886,1,0.96,0.13722805678844452,0.6896112229049546,-0.3,1.0,1.0,1.0,3,1213
-12,MOVE,512.8562317515792,1,0.96,0.06071928143501282,0.6244893167119134,-0.3,1.0,1.0,0.0,3,1214
17,MOVE,513.4226156250534,1,0.96,0.09482273459434509,0.5595440475236088,-0.3,1.0,1.0,1.0,3,1215
-12,MOVE,514.8400052570184,1,0.96,0.06875267624855042,0.6558159839861927,-0.3,1.0,1.0,0.0,3,1216
17,MOVE,515.6921279550786,1,0.96,0.07553116977214813,0.590786310320059,-0.3,1.0,1.0,1.0,3,1217
-12,MOVE,517.3610045335553,1,0.96,0.09350758790969849,0.6870077001805696,-0.3,1.0,1.0,1.0,3,1218
-6,MOVE,518.4892774818348,1,0.96,0.063194140791893,0.6218773256642771,-0.3,1.0,1.0,0.0,3,1219
17,MOVE,519.3365216561565,1,0.96,0.06239985674619675,0.5902523915872019,-0.3,1.0,1.0,1.0,3,1220
-12,MOVE,521.0010879839479,1,0.96,0.06354103237390518,0.6864621770960765,-0.3,1.0,1.0,1.0,3,1221
3,MOVE,522.1244698541645,1,0.96,0.12114429473876953,0.6213228077648788,-0.3,1.0,1.0,1.0,3,1222
-6,MOVE,523.406184789612,1,0.96,0.07565143704414368,0.6396871669534927,-0.3,1.0,1.0,0.0,3,1223
17,MOVE,524.4123220580132,1,0.96,0.10064000636339188,0.6080054175491488,-0.3,1.0,1.0,1.0,3,1224
-12,MOVE,526.2127886407626,1,0.96,0.09781787544488907,0.7041670004947113,-0.3,1.0,1.0,1.0,3,1225
-6,MOVE,527.4882089045593,1,0.96,0.06235568970441818,0.6389543902632382,-0.3,1.0,1.0,0.0,3,1226
-5,MOVE,528.4876866757635,1,0.96,0.09645385295152664,0.6072616262122872,-0.3,1.0,1.0,0.0,3,1227
-5,MOVE,529.2525677960601,1,0.96,0.08929038047790527,0.5811891459779458,-0.3,1.0,1.0,0.0,3,1228
-5,MOVE,529.7780571717299,1,0.96,0.10018601268529892,0.5551573016900431,-0.3,1.0,1.0,0.0,3,1229
-5,MOVE,530.0608716190688,1,0.96,0.06147286668419838,0.5291550480745493,-0.3,0.0,1.0,0.0,3,1230
-12,MOVE,530.0992478924289,1,0.96,0.09958072751760483,0.5031712753506773,-0.3,0.0,1.0,0.0,3,1231
-12,FORWARD,529.5296116161315,1,0.96,0.08836976438760757,0.4383059456355582,0.2,0.0,0.0,0.0,3,1232
-12,FORWARD,528.3749604753842,1,0.96,0.06765817850828171,0.37340887684060353,0.2,0.0,0.0,0.0,3,1233
-12,FORWARD,526.6821302580732,1,0.96,0.05556037276983261,0.3084084630233454,0.2,0.0,0.0,0.0,3,1234
-12,FORWARD,524.5203239126463,1,0.96,0.06684588640928268,0.2432362709672587,0.2,0.0,0.0,0.0,3,1235
-12,FORWARD,521.9788591848128,1,0.96,0.07000570744276047,0.17782930681597986,0.2,0.0,0.0,0.0,3,1236
-12,FORWARD,519.1641196309582,1,0.96,0.09913674741983414,0.11213234895410194,0.2,0.0,0.0,0.0,3,1237
-12,FORWARD,516.195709167581,1,0.96,0.06509892642498016,0.046100322948559876,0.2,0.0,0.0,0.0,3,1238
-12,FORWARD,513.2018430734039,1,0.96,0.06184809282422066,-0.020299355818227983,0.2,0.0,0.0,0.0,3,1239
-12,FORWARD,510.314060849574,1,0.96,0.06027579680085182,-0.08708460506654145,0.2,0.0,0.0,0.0,3,1240
-12,FORWARD,507.66141762466265,1,0.96,0.07133319228887558,-0.15425685652289078,0.2,0.0,0.0,0.0,3,1241
-12,FORWARD,505.36439492585856,1,0.96,0.08276733756065369,-0.22179983384521737,0.2,0.0,0.0,0.0,3,1242
-12,FORWARD,503.5288566016652,1,0.96,0.0629754289984703,-0.2896791842631564,0.2,0.0,0.0,0.0,3,1243
1,FORWARD,502.24044393664565,1,0.96,0.09151934087276459,-0.3578431930444752,0.2,0.0,0.0,0.0,3,1244
-12,FORWARD,500.91941292200045,1,0.96,0.09270977973937988,-0.35400250450140175,0.2,0.0,0.0,0.0,3,1245
-12,FORWARD,500.20354842493725,1,0.96,0.0869956836104393,-0.42237850112988573,0.2,0.0,0.0,0.0,3,1246
-12,FORWARD,500.1267641482512,1,0.96,0.06765001267194748,-0.4908977790214254,0.2,0.0,0.0,0.0,3,1247
-12,MOVE,500.69270643124713,1,0.96,0.05845192074775696,-0.5594730517653695,-0.3,0.0,0.0,0.0,3,1248
