action,distance_to_goal,experiment,gamma,loss,orientation,reward,signal1,signal2,signal3,speed,time
-18,428.4578820306084,2,0.96,0.2791532278060913,-0.34443137145334174,-0.3,0.0792,0.088,0.0528,5,222
-18,427.66866730815264,2,0.96,0.2813747227191925,-0.4477111545423664,-0.3,0.1056,0.1232,0.0616,5,223
-18,428.50070137846825,2,0.96,0.20856261253356934,-0.5513825919332256,-0.3,0.104,0.1496,0.07,5,224
-18,430.86368141688246,2,0.96,0.25681769847869873,-0.6550486146242669,-0.3,0.12,0.136,0.088,5,225
-18,434.50396592935374,2,0.96,0.22065404057502747,-0.7583129129184276,-0.3,0.1372,0.136,0.1048,5,226
-18,439.03877096732276,2,0.96,0.25848188996315,-0.8608344914042603,-0.3,0.15,0.16,0.112,5,227
-18,444.00426330090784,2,0.96,0.27305904030799866,-0.9623693757215209,-0.3,0.1588,0.184,0.1196,5,228
-18,448.9083619437739,2,0.96,0.2808206081390381,0.9372078463296467,-0.3,0.1656,0.2024,0.1196,5,229
-18,453.2804836514371,2,0.96,0.25619029998779297,0.8379027068719805,-0.3,0.1656,0.2116,0.1196,5,230
-18,456.7133794931716,2,0.96,0.2918802499771118,0.7396144752009923,-0.3,0.1472,0.1932,0.1012,5,231
-18,458.89505269391157,2,0.96,0.24799026548862457,0.6421576909512189,-0.3,0.1008,0.136,0.0736,5,232
-18,459.63065287681945,2,0.96,0.21793121099472046,0.5452857994946286,-0.3,0.0504,0.0768,0.0368,5,233
-18,458.85506968896334,2,0.96,0.2096753865480423,0.4487135518568595,-0.3,0.0136,0.026,0.0088,5,234
-18,456.6369609405198,2,0.96,0.2472529113292694,0.35213721686702887,-0.3,0.0,0.0,0.0,5,235
-17,453.1745024300966,2,0.96,0.2451966553926468,0.25525330942085034,-0.3,0.0,0.0,0.0,5,236
-7,448.82514161203113,2,0.96,0.30418676137924194,0.16333289606235266,-0.3,0.0,0.0,0.0,5,237
20,444.21709308712724,2,0.96,0.2328849732875824,0.12618477324678093,-0.3,0.026,0.0156,0.0208,5,238
-17,440.5712580408753,2,0.96,0.17956452071666718,0.23867928506528505,-0.3,0.0468,0.0468,0.0364,5,239
-18,436.0985788096294,2,0.96,0.22402507066726685,0.1466968219437118,-0.3,0.0676,0.0676,0.052,5,240
-18,431.1567402861524,2,0.96,0.18942159414291382,0.04831984255586777,-0.3,0.0676,0.0676,0.0528,5,241
-18,426.2218361826135,2,0.96,0.2655327618122101,-0.051121955529884536,-0.3,0.0468,0.0624,0.0352,5,242
-18,421.7853659946495,2,0.96,0.19563916325569153,-0.15171909172847428,-0.3,0.0384,0.0312,0.0336,5,243
19,418.3036277425129,2,0.96,0.24525105953216553,-0.25345030389315565,-0.3,0.0456,0.0336,0.0616,5,244
19,413.8592556052793,2,0.96,0.27970075607299805,-0.15061416426483512,-0.3,0.0504,0.028,0.0864,5,245
19,408.9138822485272,2,0.96,0.20325973629951477,-0.046811104880394874,-0.3,0.032,0.0192,0.0672,5,246
19,403.9981745901193,2,0.96,0.279213011264801,0.05817412788701037,-0.3,0.0108,0.0168,0.028,5,247
5,399.65834041949375,2,0.96,0.2676669657230377,0.1644456628084789,-0.3,0.0,0.0104,0.0,5,248
-17,395.5706658478972,2,0.96,0.20435620844364166,0.19419047872227127,-0.3,0.0,0.0,0.0,5,249
-7,390.82861470809183,2,0.96,0.21570594608783722,0.10205116665100902,-0.3,0.0,0.0,0.0,5,250
-7,385.9320517402984,2,0.96,0.24534614384174347,0.06444560441702255,-0.3,0.0,0.0,0.0,5,251
-15,380.94944537029846,2,0.96,0.2585216760635376,0.02638595863692428,-0.3,0.0,0.0,0.0,5,252
-15,376.02932609961675,2,0.96,0.24352765083312988,-0.05660145273186454,-0.3,0.0,0.0,0.0,5,253
20,371.51592765804526,2,0.96,0.19508743286132812,-0.14068344696858825,-0.3,0.0,0.0,0.0,5,254
-15,366.54057363392513,2,0.96,0.20344297587871552,-0.03140467450101817,-0.3,0.0,0.0,0.0,5,255
20,361.8686020477455,2,0.96,0.2607889473438263,-0.115165706191417,-0.3,0.0,0.0,0.0,5,256
-15,356.86938983550925,2,0.96,0.2715584933757782,-0.005611375351367721,-0.3,0.0,0.0128,0.0,5,257
-15,352.06636931162785,2,0.96,0.2670132517814636,-0.08902332406797603,-0.3,0.0,0.0264,0.0,5,258
-18,347.80142828351575,2,0.96,0.23472599685192108,-0.1736045405797409,-0.3,0.0,0.03,0.0,5,259
-18,344.5869755617356,2,0.96,0.2273075431585312,-0.2759784033174991,-0.3,0.0,0.0,0.0,5,260
19,342.7705371540136,2,0.96,0.17511539161205292,-0.37949977791031003,-0.3,0.0,0.02,0.0,5,261
-18,339.5840471353606,2,0.96,0.2488989233970642,-0.2782587938110608,-0.3,0.0,0.0,0.0,5,262
19,337.80266569774125,2,0.96,0.2781454622745514,-0.3818536862144774,-0.3,0.0,0.02,0.0,5,263
-18,334.64614747286834,2,0.96,0.2704038918018341,-0.28068891631434617,-0.3,0.0,0.0,0.0,5,264
19,332.9021820841826,2,0.96,0.24031876027584076,-0.38436004757542286,-0.3,0.0,0.0068,0.0,5,265
19,329.7777353109961,2,0.96,0.24572749435901642,-0.28327343312363507,-0.3,0.0,0.0224,0.0,5,266
-18,325.5796800999927,2,0.96,0.22363220155239105,-0.18146799828653076,-0.3,0.0,0.0128,0.0,5,267
19,322.4660283902675,2,0.96,0.25659263134002686,-0.28410634762892595,-0.3,0.0024,0.014,0.0,5,268
-18,318.2762026304709,2,0.96,0.19795218110084534,-0.18239406526735483,-0.3,0.0,0.0,0.0,5,269
19,315.1754488677531,2,0.96,0.2517269253730774,-0.28510519453633765,-0.3,0.0,0.0,0.0,5,270
19,310.9953929395098,2,0.96,0.23836477100849152,-0.1834917421107367,-0.3,0.0,0.0288,0.0,5,271
-18,306.15789435888735,2,0.96,0.26993727684020996,-0.08072560152869812,-0.3,0.0192,0.048,0.0,5,272
-18,301.96555035083117,2,0.96,0.2415992170572281,-0.18202988395570935,-0.3,0.0076,0.0504,0.0,5,273
-18,298.8633560024836,2,0.96,0.24564872682094574,-0.28488238947703454,-0.3,0.0,0.024,0.0,5,274
-18,297.192601713134,2,0.96,0.28366875648498535,-0.38903733536757357,-0.3,0.0,0.0,0.0,5,275
19,297.1415259910194,2,0.96,0.21718762814998627,-0.4940707153442856,-0.3,0.0,0.002,0.0,5,276
19,295.54293362852906,2,0.96,0.21836493909358978,-0.39387068319978064,-0.3,0.0,0.0032,0.0,5,277
19,292.54794136154464,2,0.96,0.2459181398153305,-0.29340395572326194,-0.3,0.0,0.0,0.0,5,278
19,288.4458751223442,2,0.96,0.22295071184635162,-0.19218262782596077,-0.3,0.0,0.0,0.0,5,279
-11,283.6467674854374,2,0.96,0.25742530822753906,-0.08975973281015324,-0.3,0.0,0.0,0.0,5,280
19,279.2187148747583,2,0.96,0.2729884088039398,-0.1524322089748774,-0.3,0.0,0.0,0.0,5,281
-15,274.28015172769307,2,0.96,0.24800044298171997,-0.049503164381686865,-0.3,0.0,0.0,0.0,5,282
-11,269.7227066913176,2,0.96,0.20948585867881775,-0.133735285373595,-0.3,0.0,0.0,0.0,5,283
19,265.6682833572601,2,0.96,0.24724481999874115,-0.1972532503886136,-0.3,0.0,0.0,0.0,5,284
-11,260.89429440900983,2,0.96,0.24693895876407623,-0.09517707954772167,-0.3,0.0,0.0,0.0,5,285
19,256.50941387045907,2,0.96,0.21389292180538177,-0.1580851957954029,-0.3,0.0,0.0,0.0,5,286
-15,251.58668005488494,2,0.96,0.24841240048408508,-0.05548603110454002,-0.3,0.0,0.0,0.0,5,287
-11,247.0711483736892,2,0.96,0.2344694286584854,-0.1399165125744778,-0.3,0.0,0.0,0.0,5,288
19,243.07949194836644,2,0.96,0.23641110956668854,-0.20376885605325717,-0.3,0.0,0.0,0.0,5,289
-11,238.33984260977817,2,0.96,0.28084999322891235,-0.10212433639276372,-0.3,0.0,0.0,0.0,5,290
19,234.01250601707622,2,0.96,0.1939767301082611,-0.16534130722745272,-0.3,0.0,0.0,0.0,5,291
-15,229.11273850067096,2,0.96,0.1888384073972702,-0.06316182624574335,-0.3,0.0,0.0,0.0,5,292
20,224.65374551515305,2,0.96,0.21411341428756714,-0.1478645366574278,-0.3,0.0,0.0,0.0,5,293
-15,219.69391961959818,2,0.96,0.24105201661586761,-0.03992733385433613,-0.3,0.0,0.0,0.0,5,294
-11,215.0779345677438,2,0.96,0.2524825930595398,-0.1241669910176024,-0.3,0.0,0.0,0.0,5,295
19,210.9441534052392,2,0.96,0.2868250906467438,-0.18809204676806526,-0.3,0.0,0.0,0.0,5,296
-11,206.13304309526268,2,0.96,0.26963678002357483,-0.08673998801133546,-0.3,0.0,0.0,0.0,5,297
-5,201.6902683484521,2,0.96,0.23005905747413635,-0.1499291517931189,-0.3,0.0,0.0,0.0,5,298
19,197.49790795994352,2,0.96,0.262861430644989,-0.18128790505959308,-0.3,0.0,0.0,0.0,5,299
4,192.6593172924835,2,0.96,0.20367175340652466,-0.08007797308790307,-0.3,0.0,0.0,0.0,5,300
4,187.74995354367738,2,0.96,0.25202178955078125,-0.059912140429496434,-0.3,0.0,0.0,0.0,5,301
4,182.7890034924159,2,0.96,0.21269497275352478,-0.03927605084444921,-0.3,0.0,0.0,0.0,5,302
4,177.79733522912218,2,0.96,0.2793022394180298,-0.018125461417572923,-0.3,0.0,0.0,0.0,5,303
5,172.79766193850838,2,0.96,0.2965835928916931,0.003587313476263793,-0.3,0.0,0.0,0.0,5,304
5,167.82280211222016,2,0.96,0.21269723773002625,0.031468890042825604,-0.3,0.0,0.0,0.0,5,305
5,162.9146147286399,2,0.96,0.24821723997592926,0.060182705662321874,-0.3,0.0,0.0,0.0,5,306
-3,158.11838215784056,2,0.96,0.2082502692937851,0.08979657151548638,-0.3,0.0,0.0,0.0,5,307
5,153.26452461703767,2,0.96,0.2558353841304779,0.07593196369938714,-0.3,0.0,0.0,0.0,5,308
-3,148.5490679771333,2,0.96,0.21017254889011383,0.10616349279329027,-0.3,0.0168,0.0076,0.0072,5,309
5,143.76819339907615,2,0.96,0.27974429726600647,0.09300436404283205,-0.3,0.048,0.0456,0.028,5,310
-18,139.15558460013938,2,0.96,0.25657421350479126,0.12397089421398048,-0.3,0.0624,0.0816,0.032,5,311
-18,134.1760869848517,2,0.96,0.2112373411655426,0.02831366870427652,-0.3,0.0512,0.0936,0.026,5,312
-18,129.30336306948547,2,0.96,0.20595788955688477,-0.07063262646037752,-0.3,0.0228,0.0704,0.0056,5,313
-18,125.05343774219529,2,0.96,0.22704042494297028,-0.173341575692165,-0.3,0.0,0.0164,0.0,5,314
-18,121.92639438197479,2,0.96,0.2543162405490875,-0.27993523537400444,-0.3,0.0,0.0048,0.0,5,315
20,120.32460057194665,2,0.96,0.21171505749225616,-0.38999300447261837,-0.3,0.0,0.0144,0.0,5,316
0,117.34355913521613,2,0.96,0.2376679927110672,-0.2913301222224602,-0.3,0.0008,0.012,0.0,5,317
0,114.50332850289298,2,0.96,0.21048010885715485,-0.3020838100170456,-0.3,0.0,0.0,0.0,5,318
20,111.8146394975313,2,0.96,0.21053171157836914,-0.31338443229175833,-0.3,0.0,0.0,0.0,5,319
11,107.94895617398865,2,0.96,0.28311339020729065,-0.21413298006636308,-0.3,0.0,0.0,0.0,5,320
11,103.61296609625667,2,0.96,0.2213483452796936,-0.1622100578118629,-0.3,0.0,0.0,0.0,5,321
