action,distance_to_goal,experiment,gamma,loss,orientation,reward,signal1,signal2,signal3,speed,time
-2,458.1156104292174,1,0.96,,0.6978686097414559,-0.3,1.0,1.0,0.0,4,32
-2,460.3656528107616,1,0.96,,0.6890169047001901,-0.3,0.0,1.0,0.0,4,33
5,462.5233820072059,1,0.96,,0.6801980717134781,-0.3,1.0,1.0,0.0,4,34
-2,464.98870641281616,1,0.96,,0.7102992271855996,-0.3,1.0,1.0,1.0,4,35
-14,467.36468697463465,1,0.96,,0.7013501692304168,-0.3,1.0,1.0,1.0,4,36
-14,468.91888416592116,1,0.96,,0.6257695982975264,-0.3,1.0,1.0,1.0,4,37
-14,469.5674131440667,1,0.96,,0.5504979055770263,-0.3,1.0,1.0,1.0,4,38
-14,469.2755045328735,1,0.96,,0.4753976253160578,-0.9,1.0,1.0,1.0,4,39
-14,462.6223579100544,1,0.96,,0.4746828535993247,0.2,1.0,1.0,0.0,4,40
7,460.5114142587332,1,0.96,,0.3218708535666789,0.2,1.0,1.0,1.0,4,41
-14,458.85806220740767,1,0.96,,0.3631028606442147,0.2,1.0,1.0,0.0,4,42
8,456.39594348775205,1,0.96,,0.28784722098644683,0.2,1.0,1.0,1.0,4,43
-14,454.42174237147714,1,0.96,,0.3344844187968089,0.2,1.0,1.0,0.0,4,44
7,451.6850337052444,1,0.96,,0.2591382225005792,0.2,1.0,1.0,0.0,4,45
7,449.3463299909403,1,0.96,,0.3000767586082558,0.2,1.0,1.0,1.0,4,46
-14,447.446977779797,1,0.96,,0.34125844863998905,0.2,1.0,1.0,0.0,4,47
7,444.7739410057048,1,0.96,,0.26597968456320376,0.2,1.0,1.0,0.0,4,48
7,442.506650972017,1,0.96,,0.3069918261206679,0.2,1.0,1.0,1.0,4,49
-14,440.6853988306295,1,0.96,,0.3482451337371901,0.2,1.0,1.0,0.0,4,50
7,438.0793219909796,1,0.96,,0.27303443218287066,0.2,1.0,1.0,0.0,4,51
7,435.8867890479197,1,0.96,,0.3141216947228848,0.2,1.0,1.0,1.0,4,52
-14,434.14696635429743,1,0.96,,0.3554475936364572,0.2,1.0,1.0,0.0,4,53
7,431.61124979348966,1,0.96,,0.28030533771847793,0.2,1.0,1.0,0.0,4,54
7,429.49690850160096,1,0.96,,0.3214690383859917,0.2,1.0,1.0,1.0,4,55
-14,427.8419110847601,1,0.96,,0.3628682597106638,0.2,1.0,1.0,0.0,4,56
7,425.3800587409003,1,0.96,,0.2877945499877238,0.2,1.0,1.0,0.0,4,57
7,423.3474232734283,1,0.96,,0.3290357698032159,0.2,1.0,1.0,1.0,4,58
-14,421.78069917976546,1,0.96,,0.370508764287732,0.2,1.0,1.0,0.0,4,59
7,419.3963073686,1,0.96,,0.2955033821981136,0.2,1.0,1.0,0.0,4,60
7,417.4489573660016,1,0.96,,0.3368229260768034,0.2,1.0,1.0,1.0,4,61
-14,415.9739899974224,1,0.96,,0.378369824888286,0.2,1.0,1.0,0.0,4,62
7,413.6707334684368,1,0.96,,0.30343219565295565,0.2,1.0,1.0,0.0,4,63
7,411.8122971130948,1,0.96,,0.344830550740954,0.2,1.0,1.0,1.0,4,64
-14,410.43258562408414,1,0.96,,0.3864511255065681,0.2,1.0,1.0,0.0,4,65
7,408.2142007036297,1,0.96,,0.3115802813385621,0.2,1.0,1.0,0.0,4,66
7,406.44833489025126,1,0.96,,0.3530575744134651,0.2,1.0,1.0,1.0,4,67
-14,405.16737179054604,1,0.96,,0.3947511974119321,0.2,1.0,1.0,0.0,4,68
7,403.03763647801424,1,0.96,,0.3199457420439289,0.2,1.0,1.0,0.0,4,69
7,401.36800401930833,1,0.96,,0.3615016969251385,0.2,1.0,1.0,1.0,4,70
-14,400.1892500044666,1,0.96,,0.4032673025076449,0.2,1.0,1.0,0.0,4,71
7,398.1519609563117,1,0.96,,0.32852537821707645,0.2,1.0,1.0,0.0,4,72
7,396.5822048449993,1,0.96,,0.3701592743307936,0.2,1.0,1.0,1.0,4,73
-14,395.50906096890924,1,0.96,,0.4119953228301805,0.2,1.0,1.0,0.0,4,74
7,393.56800739239526,1,0.96,,0.33731458128939595,0.2,1.0,1.0,0.0,4,75
7,392.1017222391278,1,0.96,,0.3790252147221312,0.2,1.0,1.0,1.0,4,76
-14,391.1374996491271,1,0.96,,0.4209296602660372,0.2,1.0,1.0,0.0,4,77
7,389.29643423254777,1,0.96,,0.3463072386587312,0.2,1.0,1.0,0.0,4,78
7,387.9371351133468,1,0.96,,0.38809288719570223,0.2,1.0,1.0,1.0,4,79
-14,387.0850226874262,1,0.96,,0.43006315095693903,0.2,1.0,1.0,0.0,4,80
7,385.3476298142031,1,0.96,,0.35549565486458035,0.2,1.0,1.0,0.0,4,81
7,384.0987188873504,1,0.96,,0.3973540486275641,0.2,1.0,1.0,1.0,4,82
-14,383.36174923950256,1,0.96,,0.4393869991053941,0.2,1.0,1.0,0.0,4,83
7,381.731610866278,1,0.96,,0.3648704936616717,0.2,1.0,1.0,0.0,4,84
7,380.5963422521928,1,0.96,,0.4067987930156741,0.2,1.0,1.0,1.0,4,85
-14,379.97735670025,1,0.96,,0.448890734926859,0.2,1.0,1.0,0.0,4,86
7,378.4579164181859,1,0.96,,0.3744207456486068,0.2,1.0,1.0,0.0,4,87
-2,377.4393599698957,1,0.96,,0.4164155280196021,0.2,1.0,1.0,0.0,4,88
7,376.32560871219084,1,0.96,,0.40856220127219817,0.2,1.0,1.0,1.0,4,89
-14,375.7292947887179,1,0.96,,0.4506958548393523,0.2,1.0,1.0,0.0,4,90
7,374.2315813235609,1,0.96,,0.3762662840989105,0.2,1.0,1.0,0.0,4,91
7,373.2362425217499,1,0.96,,0.4183036731624167,0.2,1.0,1.0,0.0,4,92
7,372.76218003128236,1,0.96,,0.4604922295492859,0.2,1.0,1.0,1.0,4,93
-14,372.8184530769624,1,0.96,,0.5027705953635098,-0.3,1.0,1.0,0.0,4,94
7,371.9468055604378,1,0.96,,0.4284079268160424,0.2,1.0,1.0,1.0,4,95
-14,371.59964915247,1,0.96,,0.4706338353914343,0.2,1.0,1.0,0.0,4,96
7,370.3384522319809,1,0.96,,0.3962679263442916,0.2,1.0,1.0,0.0,4,97
7,369.59020464184255,1,0.96,,0.4384139644367356,0.2,1.0,1.0,1.0,4,98
-14,369.3691965918613,1,0.96,,0.4806836414364255,0.2,1.0,1.0,0.0,4,99
7,368.2291192754192,1,0.96,,0.4063466503654277,0.2,1.0,1.0,0.0,4,100
7,367.6065252436029,1,0.96,,0.4485447517313332,0.2,1.0,1.0,0.0,4,101
7,367.5133363097007,1,0.96,,0.4908521443202098,0.2,1.0,1.0,1.0,4,102
-14,367.9513424708329,1,0.96,,0.5332041426150635,-0.3,1.0,1.0,1.0,4,103
-14,367.45730974564435,1,0.96,,0.458867969865208,0.2,1.0,1.0,0.0,4,104
7,366.05694723094217,1,0.96,,0.3845263699762388,0.2,1.0,1.0,0.0,4,105
7,365.164316404159,1,0.96,,0.426667195659932,0.2,1.0,1.0,0.0,4,106
7,364.796481581756,1,0.96,,0.46895078409901897,0.2,1.0,1.0,0.0,4,107
7,364.9605134883583,1,0.96,,0.5113134240642091,-0.3,1.0,1.0,1.0,4,108
-14,365.6532561953206,1,0.96,,0.5536888842921928,-0.3,1.0,1.0,0.0,4,109
7,365.415667022975,1,0.96,,0.4793438545940684,0.2,1.0,1.0,1.0,4,110
-14,365.71004373794335,1,0.96,,0.5217098381513509,-0.3,1.0,1.0,0.0,4,111
7,365.073447272632,1,0.96,,0.447405589616434,0.2,1.0,1.0,0.0,4,112
7,364.9663694052278,1,0.96,,0.4897346715362048,0.2,1.0,1.0,0.0,4,113
7,365.3908703318808,1,0.96,,0.5321104651308575,-0.3,1.0,1.0,1.0,4,114
-14,366.33879392753164,1,0.96,,0.5744663032706269,-0.3,1.0,1.0,0.0,4,115
-19,366.3615042136413,1,0.96,,0.5000694934930502,-0.3,1.0,1.0,0.0,4,116
7,365.1211681084075,1,0.96,,0.3979893708023824,0.2,1.0,1.0,0.0,4,117
7,364.3951516177088,1,0.96,,0.4401879421485364,0.2,1.0,1.0,0.0,4,118
7,364.19737074861,1,0.96,,0.4825095108097227,0.2,1.0,1.0,0.0,4,119
7,364.53163187554566,1,0.96,,0.5248892084728982,-0.3,1.0,1.0,0.0,4,120
-2,365.39150585712713,1,0.96,,0.5672603043187954,-0.3,1.0,1.0,0.0,4,121
-2,366.1566472088522,1,0.96,,0.5595563444309791,-0.3,1.0,1.0,0.0,4,122
-2,366.8267191899968,1,0.96,,0.5518619193766021,-0.3,1.0,1.0,0.0,4,123
-2,367.4014276093072,1,0.96,,0.544175862796472,-0.3,1.0,1.0,0.0,4,124
-2,367.88052066710367,1,0.96,,0.5364970246023384,-0.3,1.0,1.0,0.0,4,125
7,368.2637888221526,1,0.96,,0.5288242686857372,-0.3,1.0,1.0,0.0,4,126
-2,369.17114439746604,1,0.96,,0.5711564706779976,-0.3,1.0,1.0,0.0,4,127
-2,369.98347634421964,1,0.96,,0.5634085195240494,-0.3,1.0,1.0,0.0,4,128
-2,370.7004226479657,1,0.96,,0.555670758810486,-0.3,1.0,1.0,0.0,4,129
-2,371.32166463545786,1,0.96,,0.5479420006516603,-0.3,1.0,1.0,0.0,4,130
-2,371.84692679809586,1,0.96,,0.5402210745142253,-0.3,1.0,1.0,1.0,4,131
-14,372.27597664165023,1,0.96,,0.5325068248995724,-0.3,1.0,1.0,1.0,4,132
-14,371.772505629986,1,0.96,,0.4581314424137404,0.2,1.0,1.0,1.0,4,133
-14,370.3627563501117,1,0.96,,0.3837489266799057,0.2,1.0,1.0,1.0,4,134
-14,368.1207458401193,1,0.96,,0.3091822882430773,0.2,1.0,1.0,1.0,4,135
-14,365.16584537432,1,0.96,,0.2342602143235694,0.2,1.0,1.0,1.0,4,136
-14,361.65858264667037,1,0.96,,0.15882307949903238,0.2,1.0,1.0,1.0,4,137
-14,357.79440043679494,1,0.96,,0.08272993232478648,0.2,1.0,1.0,1.0,4,138
-14,353.7950874773342,1,0.96,,0.005866666176403871,0.2,1.0,1.0,0.0,4,139
7,349.89768814131475,1,0.96,,-0.07184478694859005,0.2,1.0,1.0,0.0,4,140
7,345.92043756806623,1,0.96,,-0.03377026651938221,0.2,1.0,1.0,0.0,4,141
7,341.92088413336904,1,0.96,,0.004728856907326794,0.2,1.0,1.0,0.0,4,142
7,337.95891724370824,1,0.96,,0.043673064827084655,0.2,1.0,1.0,0.0,4,143
7,334.09597666901084,1,0.96,,0.08307723754230126,0.2,1.0,1.0,0.0,4,144
7,330.39411109258134,1,0.96,,0.12294952522687598,0.2,1.0,1.0,1.0,4,145
-14,326.9148842458405,1,0.96,,0.163290200640877,0.2,1.0,1.0,0.0,4,146
7,323.0666252701527,1,0.96,,0.0874239036205053,0.2,1.0,1.0,1.0,4,147
-14,319.3864654856044,1,0.96,,0.12738166304397153,0.2,1.0,1.0,0.0,4,148
7,315.4386620679471,1,0.96,,0.051156979898967433,0.2,1.0,1.0,0.0,4,149
7,311.60195009482135,1,0.96,,0.09069178930370024,0.2,1.0,1.0,1.0,4,150
-14,307.93872152577813,1,0.96,,0.13072919388016918,0.2,1.0,1.0,0.0,4,151
7,303.99819464406943,1,0.96,,0.05460220633330522,0.2,1.0,1.0,0.0,4,152
-19,300.17436778685413,1,0.96,,0.094206031904038,0.2,1.0,1.0,0.0,4,153
7,296.1764134196881,1,0.96,,-0.010112415802201116,0.2,1.0,1.0,0.0,4,154
7,292.19281454171767,1,0.96,,0.02863992318325128,0.2,1.0,1.0,0.0,4,155
7,288.2847743971902,1,0.96,,0.06792035220886207,0.2,1.0,1.0,0.0,4,156
7,284.5148454079386,1,0.96,,0.10774451375376573,0.2,1.0,1.0,0.0,4,157
7,280.94588639449586,1,0.96,,0.14811942956575794,0.2,1.0,1.0,1.0,4,158
-14,277.6398349255815,1,0.96,,0.1890419132510532,0.2,1.0,1.0,0.0,4,159
7,273.8964676403511,1,0.96,,0.11383041565479085,0.2,1.0,1.0,1.0,4,160
-3,270.3639986463669,1,0.96,,0.1543464914259374,0.2,1.0,1.0,1.0,4,161
-14,266.74944951116987,1,0.96,,0.13987493950449642,0.2,1.0,1.0,0.0,4,162
7,262.83156910425686,1,0.96,,0.06412779396263926,0.2,1.0,1.0,0.0,4,163
7,259.04629986369685,1,0.96,,0.10398604850681444,0.2,1.0,1.0,1.0,4,164
-14,255.45718518692158,1,0.96,,0.14445221108676318,0.2,1.0,1.0,0.0,4,165
7,251.55188193891945,1,0.96,,0.06885947181145048,0.2,1.0,1.0,0.0,4,166
7,247.7870537699329,1,0.96,,0.1088347970814824,0.2,1.0,1.0,1.0,4,167
-14,244.22658116312766,1,0.96,,0.14944657038016393,0.2,1.0,1.0,0.0,4,168
7,240.33603502202942,1,0.96,,0.07402754739610051,0.2,1.0,1.0,0.0,4,169
7,236.59460558682807,1,0.96,,0.11413743035088535,0.2,1.0,1.0,1.0,4,170
-14,233.06655114693368,1,0.96,,0.15491491504553806,0.2,1.0,1.0,0.0,4,171
7,229.1934008367168,1,0.96,,0.07969216858163414,0.2,1.0,1.0,0.0,4,172
7,225.4789027902203,1,0.96,,0.11995740596627084,0.2,1.0,1.0,0.0,4,173
-10,221.987739333312,1,0.96,,0.16092434137935152,0.2,1.0,1.0,0.0,4,174
7,218.220462021339,1,0.96,,0.10814656576955199,0.2,1.0,1.0,0.0,4,175
7,214.65821952142545,1,0.96,,0.1489798847815084,0.2,1.0,1.0,1.0,4,176
-14,211.36576793172975,1,0.96,,0.1905446867786667,0.2,1.0,1.0,0.0,4,177
7,207.63408300169644,1,0.96,,0.11616141011114467,0.2,1.0,1.0,1.0,4,178
-14,204.12108303887246,1,0.96,,0.15723878585038234,0.2,1.0,1.0,0.0,4,179
7,200.2570393607081,1,0.96,,0.08241854125494577,0.2,1.0,1.0,0.0,4,180
7,196.5574453888908,1,0.96,,0.1229353590503986,0.2,1.0,1.0,0.0,4,181
7,193.08843671982788,1,0.96,,0.16426430947594695,0.2,1.0,1.0,1.0,4,182
-14,189.9157115512115,1,0.96,,0.20640709934432072,0.2,1.0,1.0,0.0,4,183
7,186.26523013806656,1,0.96,,0.13267844928845107,0.2,1.0,1.0,0.0,4,184
7,182.8621720564211,1,0.96,,0.17433481932484868,0.2,1.0,1.0,1.0,4,185
-14,179.7726842664967,1,0.96,,0.21684944487772925,0.2,1.0,1.0,0.0,4,186
7,176.18112104552742,1,0.96,,0.14353213284551794,0.2,1.0,1.0,1.0,4,187
-14,172.8558601186811,1,0.96,,0.18557049836803152,0.2,1.0,1.0,0.0,4,188
7,169.10587103202218,1,0.96,,0.11184790683935844,0.2,1.0,1.0,0.0,4,189
7,165.57139842279904,1,0.96,,0.1533283479163515,0.2,1.0,1.0,0.0,4,190
7,162.32085473002198,1,0.96,,0.1957799383466625,0.2,1.0,1.0,1.0,4,191
-14,159.42145518501854,1,0.96,,0.2391950134094692,0.2,1.0,1.0,0.0,4,192
7,155.9714835204966,1,0.96,,0.1668699830944919,0.2,1.0,1.0,1.0,4,193
-14,152.82931174972043,1,0.96,,0.2098451411025365,0.2,1.0,1.0,0.0,4,194
7,149.20436395715015,1,0.96,,0.13717058179109198,0.2,1.0,1.0,0.0,4,195
7,145.84021556428957,1,0.96,,0.17962416755529845,0.2,1.0,1.0,0.0,4,196
7,142.80712263133262,1,0.96,,0.22318248529170784,0.2,1.0,1.0,1.0,4,197
-14,140.17314728969697,1,0.96,,0.2678232300916897,0.2,1.0,1.0,0.0,4,198
15,136.93337216753685,1,0.96,,0.19681823543646684,0.2,1.0,1.0,1.0,4,199
-14,134.474055991715,1,0.96,,0.285541730909891,0.2,1.0,1.0,1.0,4,200
-14,131.37746122636196,1,0.96,,0.21516402669095624,0.2,1.0,1.0,0.0,4,201
7,127.78870186497431,1,0.96,,0.14345002720778216,0.2,1.0,1.0,0.0,4,202
7,124.47678713137907,1,0.96,,0.1866788211929304,0.2,1.0,1.0,0.0,4,203
7,121.51562474869374,1,0.96,,0.231228827010342,0.2,1.0,1.0,0.0,4,204
7,118.97706086111131,1,0.96,,0.2770777801364272,0.2,1.0,1.0,1.0,4,205
-14,116.9275572001396,1,0.96,,0.3241502900843292,0.2,1.0,1.0,0.0,4,206
7,114.18599343352041,1,0.96,,0.2556431127136428,0.2,1.0,1.0,0.0,4,207
7,111.90825708225573,1,0.96,,0.3025560345099016,0.2,1.0,1.0,1.0,4,208
-14,110.15798457181816,1,0.96,,0.3507042480144596,0.2,1.0,1.0,0.0,4,209
7,107.68463199837906,1,0.96,,0.2832383830591777,0.2,1.0,1.0,1.0,4,210
-14,105.71906085999649,1,0.96,,0.33131513164883497,0.2,1.0,1.0,0.0,4,211
7,103.05930334962929,1,0.96,,0.26393088633158235,0.2,1.0,1.0,0.0,4,212
7,100.88578375726358,1,0.96,,0.31193076590347685,0.2,1.0,1.0,0.0,4,213
7,99.2637505079474,1,0.96,,0.3613026428489988,0.2,1.0,1.0,1.0,4,214
-14,98.24516364928778,1,0.96,,0.41182243799248097,0.2,1.0,1.0,0.0,4,215
7,96.45540149714338,1,0.96,,0.3465135781798677,0.2,1.0,1.0,1.0,4,216
-14,95.26026575790588,1,0.96,,0.39710030410965785,0.2,1.0,1.0,0.0,4,217
7,93.30977903678013,1,0.96,,0.33199945457495783,0.2,1.0,1.0,0.0,4,218
7,91.94438599010584,1,0.96,,0.3826795187808037,0.2,1.0,1.0,1.0,4,219
-14,91.21104543575107,1,0.96,,0.4344898932116567,0.2,1.0,1.0,0.0,4,220
7,89.70207567945057,1,0.96,,0.3703809969139245,0.2,1.0,1.0,0.0,4,221
7,88.82027125668871,1,0.96,,0.4223069623090347,0.2,1.0,1.0,0.0,4,222
7,88.59760843606442,1,0.96,,0.4751104047555946,0.2,1.0,1.0,1.0,4,223
-14,89.04233938827858,1,0.96,,0.5283312621265698,-0.3,1.0,1.0,0.0,4,224
7,88.69006341603676,1,0.96,,0.4648008993739432,0.2,1.0,1.0,1.0,4,225
-14,89.00531409373319,1,0.96,,0.5179629421552813,-0.3,1.0,1.0,0.0,4,226
7,88.5237254213691,1,0.96,,0.4544723971737722,0.2,1.0,1.0,0.0,4,227
7,88.70942487236759,1,0.96,,0.5076021992877642,-0.3,1.0,1.0,0.0,4,228
-2,89.55552238395497,1,0.96,,0.5608447819516533,-0.3,1.0,1.0,1.0,4,229
-14,90.43563056227244,1,0.96,,0.5636965212386581,-0.3,1.0,1.0,1.0,4,230
-14,90.52054641709192,1,0.96,,0.499721081904721,-0.3,1.0,1.0,1.0,4,231
-14,89.80744323386364,1,0.96,,0.4360136322102207,0.2,1.0,1.0,1.0,4,232
-14,88.32024329861264,1,0.96,,0.3721322246605408,-0.9,1.0,1.0,1.0,4,233
-14,84.25787499622683,1,0.96,,0.3563682697246813,0.2,1.0,1.0,1.0,4,234
-16,81.16992891373108,1,0.96,,0.2144156005641602,0.2,1.0,1.0,1.0,4,235
-14,77.54348725138479,1,0.96,,0.13531337974084293,0.2,1.0,1.0,0.0,4,236
7,73.62921612941292,1,0.96,,0.06430777840533472,0.2,1.0,1.0,1.0,4,237
-14,69.8640959611313,1,0.96,,0.10666662001323554,0.2,1.0,1.0,0.0,4,238
7,65.88954286438502,1,0.96,,0.03488263036418522,0.2,1.0,1.0,0.0,4,239
7,62.009869096046295,1,0.96,,0.07588494163429371,0.2,1.0,1.0,0.0,4,240
7,58.30750588077418,1,0.96,,0.1196228055637597,0.2,1.0,1.0,0.0,4,241
7,54.87892811559512,1,0.96,,0.16652707712388848,0.2,1.0,1.0,1.0,4,242
-14,51.83438626932337,1,0.96,,0.2170101582707765,0.2,1.0,1.0,0.0,4,243
7,48.33379683760102,1,0.96,,0.15471745769859951,0.2,1.0,1.0,1.0,4,244
-14,45.20630906769183,1,0.96,,0.20591524850756213,0.2,1.0,1.0,0.0,4,245
7,41.65211687044805,1,0.96,,0.14512110638593256,0.2,1.0,1.0,0.0,4,246
7,38.46783214993509,1,0.96,,0.19747269877538207,0.2,1.0,1.0,1.0,4,247
-14,35.805579358448036,1,0.96,,0.25561510169229645,0.2,1.0,1.0,0.0,4,248
7,32.68239455048024,1,0.96,,0.2034491567399057,0.2,1.0,1.0,0.0,4,249
7,30.14194980064199,1,0.96,,0.2655978258839588,0.2,1.0,1.0,1.0,4,250
-14,28.38333103700688,1,0.96,,0.3358337839471131,0.2,1.0,1.0,0.0,4,251
7,26.20159959255947,1,0.96,,0.29717819900688763,0.2,1.0,1.0,0.0,4,252
7,24.948847651645533,1,0.96,,0.3752243663571293,0.2,1.0,1.0,1.0,4,253
-14,24.78572738917036,1,0.96,,0.4614505722380774,0.2,1.0,1.0,0.0,4,254
7,24.291018149845403,1,0.96,,0.4348870850884819,0.2,1.0,1.0,0.0,4,255
7,24.92985548288176,1,0.96,,0.5253242248314246,-0.3,1.0,1.0,1.0,4,256
-14,26.61195065296747,1,0.96,,0.6153440497343925,-0.3,1.0,1.0,0.0,4,257
-2,27.905700818921925,1,0.96,,0.5824525749070723,-0.3,1.0,1.0,0.0,4,258
-2,29.563923491229982,1,0.96,,0.6155881424955416,-0.3,1.0,1.0,0.0,4,259
-2,31.527323297616835,1,0.96,,0.6448440339597036,-0.3,1.0,1.0,0.0,4,260
-2,33.740504266555035,1,0.96,,0.6700876983652023,-0.3,0.0,1.0,0.0,4,261
5,36.15519498302165,1,0.96,,0.6915090630375408,-0.3,0.0,1.0,0.0,4,262
19,39.07257360172175,1,0.96,,0.7483595038624234,-0.3,1.0,1.0,0.0,4,263
-2,42.80460572684952,1,0.96,,0.8770961472904883,-0.3,1.0,1.0,0.0,4,264
-2,46.53491642292553,1,0.96,,0.8771892007363986,-0.3,1.0,1.0,0.0,4,265
-2,50.25984980054096,1,0.96,,0.8763763693631383,-0.3,1.0,1.0,0.0,4,266
-2,53.97645003430986,1,0.96,,0.8748599897352173,-0.3,1.0,1.0,0.0,4,267
-2,57.68223662957488,1,0.96,,0.8727867198619608,-0.3,1.0,1.0,0.0,4,268
-2,61.37506141467878,1,0.96,,0.8702653447561627,-0.3,1.0,1.0,0.0,4,269
-2,65.05301473620506,1,0.96,,0.8673781975694363,-0.3,0.0,1.0,0.0,4,270
19,68.71436228144678,1,0.96,,0.8641887026520488,-0.3,1.0,1.0,0.0,4,271
-16,72.70484934913837,1,0.96,,0.977413154289714,-0.3,1.0,1.0,0.0,4,272
-2,76.47942741978164,1,0.96,,0.8897658856385712,-0.3,0.0,1.0,0.0,4,273
19,80.23071536829451,1,0.96,,0.8843059438934974,-0.3,1.0,1.0,0.0,4,274
-2,84.23033526271793,1,0.96,,0.9955036999713917,-0.3,1.0,1.0,0.0,4,275
-2,88.2258704455646,1,0.96,,0.9846061057994244,-0.3,1.0,1.0,0.0,4,276
-2,92.21329998190457,1,0.96,,0.9741926543001348,-0.3,1.0,1.0,0.0,4,277
-2,96.18907539639851,1,0.96,,0.964199782514184,-0.3,1.0,1.0,0.0,4,278
-2,100.15002853450571,1,0.96,,0.9545742837492068,-0.3,1.0,1.0,0.0,4,279
-2,104.0933003014068,1,0.96,,0.945271336975529,-0.3,1.0,1.0,0.0,4,280
-2,108.01628507869916,1,0.96,,0.9362529564465724,-0.3,1.0,1.0,0.0,4,281
-2,111.9165870200695,1,0.96,,0.9274867640915664,-0.3,1.0,1.0,0.0,4,282
-2,115.79198542607605,1,0.96,,0.9189450111829334,-0.3,1.0,1.0,0.0,4,283
-2,119.64040711627486,1,0.96,,0.910603793655456,-0.3,1.0,1.0,0.0,4,284
-2,123.4599042375422,1,0.96,,0.9024424187888956,-0.3,1.0,1.0,0.0,4,285
-2,127.24863632809955,1,0.96,,0.8944428909340191,-0.3,1.0,1.0,0.0,4,286
-2,131.00485573740076,1,0.96,,0.8865894914405347,-0.3,1.0,1.0,0.0,4,287
-2,134.7268957106631,1,0.96,,0.8788684335813759,-0.3,0.0,1.0,0.0,4,288
19,138.4131606031367,1,0.96,,0.8712675775368414,-0.3,1.0,1.0,0.0,4,289
-2,142.40582489179104,1,0.96,,0.9804428604200512,-0.3,1.0,1.0,0.0,4,290
-2,146.38841927135275,1,0.96,,0.969880739410762,-0.3,1.0,1.0,0.0,4,291
-2,150.35708413007012,1,0.96,,0.9595913973783748,-0.3,1.0,1.0,0.0,4,292
-2,154.3082450526513,1,0.96,,0.9495524068508576,-0.3,1.0,1.0,0.0,4,293
-2,158.23857906192166,1,0.96,,0.9397435413856179,-0.3,0.0,1.0,0.0,4,294
19,162.14498559159182,1,0.96,,0.9301465350595712,-0.3,1.0,1.0,0.0,4,295
-7,166.11805212239383,1,0.96,,-0.9625884647221118,-0.3,1.0,1.0,0.0,4,296
